rank,name,score,ts
1,삼성전자,8.86,2026-05-05 19:10:43
2,SK하이닉스,7.40,2026-05-05 19:10:43
3,POSCO홀딩스,2.72,2026-05-05 19:10:43
4,현대차,2.65,2026-05-05 19:10:43
5,대한광통신,2.50,2026-05-05 19:10:43
6,대우건설,2.24,2026-05-05 19:10:43
7,두산에너빌리티,2.16,2026-05-05 19:10:43
8,SK스퀘어,2.16,2026-05-05 19:10:43
9,삼성SDI,1.88,2026-05-05 19:10:43
10,삼성전기,1.80,2026-05-05 19:10:43
11,대한전선,1.76,2026-05-05 19:10:43
12,LS ELECTRIC,1.65,2026-05-05 19:10:43
13,삼성중공업,1.59,2026-05-05 19:10:43
14,에코프로,1.42,2026-05-05 19:10:43
15,NAVER,1.42,2026-05-05 19:10:43
16,한국항공우주,1.42,2026-05-05 19:10:43
17,HMM,1.41,2026-05-05 19:10:43
18,한미반도체,1.36,2026-05-05 19:10:43
19,산일전기,1.29,2026-05-05 19:10:43
20,제룡전기,1.27,2026-05-05 19:10:43
21,대원전선,1.14,2026-05-05 19:10:43
22,일진전기,1.12,2026-05-05 19:10:43
23,삼성증권,1.11,2026-05-05 19:10:43
24,에코프로비엠,1.10,2026-05-05 19:10:43
25,효성중공업,1.07,2026-05-05 19:10:43
26,한화오션,1.07,2026-05-05 19:10:43
27,미래에셋증권,1.06,2026-05-05 19:10:43
28,LG전자,1.04,2026-05-05 19:10:43
29,한온시스템,0.98,2026-05-05 19:10:43
30,LG화학,0.84,2026-05-05 19:10:43
