rank,name,score,ts
1,삼성전자,9.92,2026-04-25 10:02:27
2,SK하이닉스,5.53,2026-04-25 10:02:27
3,두산에너빌리티,3.20,2026-04-25 10:02:27
4,현대차,2.78,2026-04-25 10:02:27
5,삼성SDI,2.46,2026-04-25 10:02:27
6,리노공업,2.34,2026-04-25 10:02:27
7,고영,2.24,2026-04-25 10:02:27
8,LS ELECTRIC,2.04,2026-04-25 10:02:27
9,삼성중공업,2.02,2026-04-25 10:02:27
10,대우건설,1.96,2026-04-25 10:02:27
11,삼천당제약,1.71,2026-04-25 10:02:27
12,효성중공업,1.64,2026-04-25 10:02:27
13,에코프로,1.49,2026-04-25 10:02:27
14,POSCO홀딩스,1.42,2026-04-25 10:02:27
15,휴림로봇,1.39,2026-04-25 10:02:27
16,삼성전기,1.38,2026-04-25 10:02:27
17,대한광통신,1.37,2026-04-25 10:02:27
18,주성엔지니어링,1.29,2026-04-25 10:02:27
19,NAVER,1.28,2026-04-25 10:02:27
20,대한전선,1.16,2026-04-25 10:02:27
21,제주반도체,1.14,2026-04-25 10:02:27
22,펄어비스,1.10,2026-04-25 10:02:27
23,에코프로비엠,1.04,2026-04-25 10:02:27
24,한화오션,1.00,2026-04-25 10:02:27
25,한미반도체,0.98,2026-04-25 10:02:27
26,삼성E&A,0.98,2026-04-25 10:02:27
27,현대로템,0.93,2026-04-25 10:02:27
28,OCI홀딩스,0.93,2026-04-25 10:02:27
29,HD현대중공업,0.91,2026-04-25 10:02:27
30,LG에너지솔루션,0.89,2026-04-25 10:02:27
