rank,name,score,ts
1,삼성전자,8.88,2026-04-26 10:09:44
2,SK하이닉스,5.10,2026-04-26 10:09:44
3,두산에너빌리티,3.31,2026-04-26 10:09:44
4,현대차,2.86,2026-04-26 10:09:44
5,대우건설,2.37,2026-04-26 10:09:44
6,삼성SDI,2.35,2026-04-26 10:09:44
7,고영,2.26,2026-04-26 10:09:44
8,삼성중공업,2.12,2026-04-26 10:09:44
9,LS ELECTRIC,1.86,2026-04-26 10:09:44
10,에코프로,1.83,2026-04-26 10:09:44
11,POSCO홀딩스,1.62,2026-04-26 10:09:44
12,대한광통신,1.54,2026-04-26 10:09:44
13,효성중공업,1.46,2026-04-26 10:09:44
14,삼천당제약,1.45,2026-04-26 10:09:44
15,펄어비스,1.37,2026-04-26 10:09:44
16,NAVER,1.36,2026-04-26 10:09:44
17,휴림로봇,1.26,2026-04-26 10:09:44
18,리노공업,1.25,2026-04-26 10:09:44
19,에코프로비엠,1.21,2026-04-26 10:09:44
20,한화오션,1.19,2026-04-26 10:09:44
21,삼성전기,1.17,2026-04-26 10:09:44
22,삼성E&A,1.12,2026-04-26 10:09:44
23,한미반도체,1.07,2026-04-26 10:09:44
24,HD현대중공업,1.06,2026-04-26 10:09:44
25,대한전선,1.04,2026-04-26 10:09:44
26,대원전선,1.02,2026-04-26 10:09:44
27,HPSP,1.02,2026-04-26 10:09:44
28,주성엔지니어링,0.95,2026-04-26 10:09:44
29,한국항공우주,0.94,2026-04-26 10:09:44
30,SKC,0.94,2026-04-26 10:09:44
