rank,name,score,ts
1,삼성전자,14.63,2026-09-03 13:47:32
2,SK하이닉스,10.43,2026-09-03 13:47:32
3,두산에너빌리티,4.56,2026-09-03 13:47:32
4,삼성중공업,3.60,2026-09-03 13:47:32
5,삼성전기,3.41,2026-09-03 13:47:32
6,알테오젠,2.88,2026-09-03 13:47:32
7,현대차,2.57,2026-09-03 13:47:32
8,한화오션,2.41,2026-09-03 13:47:32
9,삼성SDI,2.02,2026-09-03 13:47:32
10,삼성전자우,1.53,2026-09-03 13:47:32
11,NAVER,1.51,2026-09-03 13:47:32
12,LG전자,1.39,2026-09-03 13:47:32
13,SK스퀘어,1.33,2026-09-03 13:47:32
14,POSCO홀딩스,1.31,2026-09-03 13:47:32
15,한국전력,1.28,2026-09-03 13:47:32
16,대우건설,1.23,2026-09-03 13:47:32
17,현대건설,1.18,2026-09-03 13:47:32
18,KB금융,1.08,2026-09-03 13:47:32
19,LG에너지솔루션,1.00,2026-09-03 13:47:32
20,LS ELECTRIC,0.87,2026-09-03 13:47:32
21,대한광통신,0.83,2026-09-03 13:47:32
22,SK오션플랜트,0.82,2026-09-03 13:47:32
23,SK이노베이션,0.82,2026-09-03 13:47:32
24,HLB,0.80,2026-09-03 13:47:32
25,금호건설,0.79,2026-09-03 13:47:32
26,주성엔지니어링,0.78,2026-09-03 13:47:32
27,에코프로,0.77,2026-09-03 13:47:32
28,JW신약,0.74,2026-09-03 13:47:32
29,셀트리온,0.72,2026-09-03 13:47:32
30,GS건설,0.72,2026-09-03 13:47:32
