rank,name,score,ts
1,삼성전자,13.48,2026-05-26 13:50:46
2,SK하이닉스,9.81,2026-05-26 13:50:46
3,삼성전기,5.97,2026-05-26 13:50:46
4,현대차,3.72,2026-05-26 13:50:46
5,LG전자,2.60,2026-05-26 13:50:46
6,한화오션,2.59,2026-05-26 13:50:46
7,대한광통신,2.20,2026-05-26 13:50:46
8,LG이노텍,2.05,2026-05-26 13:50:46
9,두산에너빌리티,1.83,2026-05-26 13:50:46
10,삼화콘덴서,1.75,2026-05-26 13:50:46
11,대우건설,1.49,2026-05-26 13:50:46
12,SK네트웍스,1.38,2026-05-26 13:50:46
13,주성엔지니어링,1.33,2026-05-26 13:50:46
14,삼성전자우,1.31,2026-05-26 13:50:46
15,삼성SDI,1.23,2026-05-26 13:50:46
16,에코프로,1.21,2026-05-26 13:50:46
17,삼성중공업,1.17,2026-05-26 13:50:46
18,HD현대중공업,0.99,2026-05-26 13:50:46
19,NAVER,0.98,2026-05-26 13:50:46
20,제주반도체,0.91,2026-05-26 13:50:46
21,한미반도체,0.90,2026-05-26 13:50:46
22,네이처셀,0.86,2026-05-26 13:50:46
23,LS ELECTRIC,0.86,2026-05-26 13:50:46
24,POSCO홀딩스,0.86,2026-05-26 13:50:46
25,에코프로비엠,0.85,2026-05-26 13:50:46
26,현대모비스,0.83,2026-05-26 13:50:46
27,엑스게이트,0.83,2026-05-26 13:50:46
28,한온시스템,0.79,2026-05-26 13:50:46
29,SK스퀘어,0.78,2026-05-26 13:50:46
30,대한전선,0.76,2026-05-26 13:50:46
