rank,name,score,ts
1,삼성전자,17.42,2026-03-10 13:13:50
2,SK하이닉스,7.96,2026-03-10 13:13:50
3,우리기술,3.61,2026-03-10 13:13:50
4,현대차,3.34,2026-03-10 13:13:50
5,두산에너빌리티,3.14,2026-03-10 13:13:50
6,흥구석유,2.63,2026-03-10 13:13:50
7,에코프로,2.51,2026-03-10 13:13:50
8,한화시스템,2.46,2026-03-10 13:13:50
9,한미반도체,2.36,2026-03-10 13:13:50
10,LIG넥스원,2.10,2026-03-10 13:13:50
11,케이뱅크,1.92,2026-03-10 13:13:50
12,펩트론,1.52,2026-03-10 13:13:50
13,삼성중공업,1.50,2026-03-10 13:13:50
14,NAVER,1.33,2026-03-10 13:13:50
15,삼성SDI,1.31,2026-03-10 13:13:50
16,삼성전자우,1.23,2026-03-10 13:13:50
17,미래에셋증권,1.17,2026-03-10 13:13:50
18,대한광통신,1.15,2026-03-10 13:13:50
19,한화에어로스페이스,1.10,2026-03-10 13:13:50
20,한화솔루션,1.07,2026-03-10 13:13:50
21,한화오션,1.05,2026-03-10 13:13:50
22,S-Oil,1.03,2026-03-10 13:13:50
23,펄어비스,1.00,2026-03-10 13:13:50
24,현대ADM,0.98,2026-03-10 13:13:50
25,에코프로비엠,0.89,2026-03-10 13:13:50
26,POSCO홀딩스,0.84,2026-03-10 13:13:50
27,셀트리온,0.83,2026-03-10 13:13:50
28,테크윙,0.83,2026-03-10 13:13:50
29,주성엔지니어링,0.79,2026-03-10 13:13:50
30,성호전자,0.74,2026-03-10 13:13:50
