rank,name,score,ts
1,삼성전자,6.86,2026-01-26 18:43:26
2,에코프로,5.53,2026-01-26 18:43:26
3,현대차,5.31,2026-01-26 18:43:26
4,SK하이닉스,3.86,2026-01-26 18:43:26
5,휴림로봇,3.72,2026-01-26 18:43:26
6,NAVER,2.58,2026-01-26 18:43:26
7,에코프로비엠,2.54,2026-01-26 18:43:26
8,삼성SDI,2.44,2026-01-26 18:43:26
9,두산에너빌리티,2.43,2026-01-26 18:43:26
10,레인보우로보틱스,2.40,2026-01-26 18:43:26
11,우리기술,2.32,2026-01-26 18:43:26
12,뉴로메카,2.28,2026-01-26 18:43:26
13,알테오젠,2.15,2026-01-26 18:43:26
14,HLB,1.81,2026-01-26 18:43:26
15,에이비엘바이오,1.70,2026-01-26 18:43:26
16,현대무벡스,1.68,2026-01-26 18:43:26
17,카카오페이,1.64,2026-01-26 18:43:26
18,한화오션,1.60,2026-01-26 18:43:26
19,LG씨엔에스,1.26,2026-01-26 18:43:26
20,미래에셋증권,1.23,2026-01-26 18:43:26
21,POSCO홀딩스,1.18,2026-01-26 18:43:26
22,다날,1.14,2026-01-26 18:43:26
23,삼천당제약,1.11,2026-01-26 18:43:26
24,미래에셋벤처투자,1.03,2026-01-26 18:43:26
25,카카오,1.00,2026-01-26 18:43:26
26,포스코퓨처엠,0.92,2026-01-26 18:43:26
27,메지온,0.92,2026-01-26 18:43:26
28,LG이노텍,0.91,2026-01-26 18:43:26
29,신성델타테크,0.89,2026-01-26 18:43:26
30,셀트리온,0.88,2026-01-26 18:43:26
