rank,name,score,ts
1,삼성전자,14.29,2026-06-04 14:06:49
2,SK하이닉스,7.63,2026-06-04 14:06:49
3,LG전자,6.17,2026-06-04 14:06:49
4,NAVER,4.33,2026-06-04 14:06:49
5,삼성전기,3.61,2026-06-04 14:06:49
6,현대차,2.89,2026-06-04 14:06:49
7,두산로보틱스,2.58,2026-06-04 14:06:49
8,LG씨엔에스,2.42,2026-06-04 14:06:49
9,주성엔지니어링,2.28,2026-06-04 14:06:49
10,한미반도체,2.05,2026-06-04 14:06:49
11,두산에너빌리티,1.78,2026-06-04 14:06:49
12,삼성전자우,1.55,2026-06-04 14:06:49
13,현대모비스,1.40,2026-06-04 14:06:49
14,LG이노텍,1.36,2026-06-04 14:06:49
15,삼성중공업,1.33,2026-06-04 14:06:49
16,디앤디파마텍,1.27,2026-06-04 14:06:49
17,SK텔레콤,1.23,2026-06-04 14:06:49
18,삼성물산,1.17,2026-06-04 14:06:49
19,대한광통신,1.16,2026-06-04 14:06:49
20,삼성에스디에스,1.12,2026-06-04 14:06:49
21,SKC,1.08,2026-06-04 14:06:49
22,삼성SDI,1.05,2026-06-04 14:06:49
23,한화비전,1.02,2026-06-04 14:06:49
24,에코프로,0.96,2026-06-04 14:06:49
25,대우건설,0.89,2026-06-04 14:06:49
26,한화오션,0.81,2026-06-04 14:06:49
27,네이처셀,0.80,2026-06-04 14:06:49
28,원익IPS,0.80,2026-06-04 14:06:49
29,SK스퀘어,0.79,2026-06-04 14:06:49
30,POSCO홀딩스,0.77,2026-06-04 14:06:49
