rank,name,score,ts
1,삼성전자,7.39,2025-12-18 12:48:24
2,SK하이닉스,4.63,2025-12-18 12:48:24
3,알지노믹스,3.47,2025-12-18 12:48:24
4,LG에너지솔루션,2.92,2025-12-18 12:48:24
5,삼성에피스홀딩스,2.89,2025-12-18 12:48:24
6,대성산업,2.82,2025-12-18 12:48:24
7,두산에너빌리티,2.39,2025-12-18 12:48:24
8,클로봇,2.33,2025-12-18 12:48:24
9,삼성SDI,2.10,2025-12-18 12:48:24
10,현대무벡스,1.96,2025-12-18 12:48:24
11,에코프로,1.86,2025-12-18 12:48:24
12,미래에셋증권,1.76,2025-12-18 12:48:24
13,미래에셋벤처투자,1.67,2025-12-18 12:48:24
14,NAVER,1.62,2025-12-18 12:48:24
15,한화오션,1.56,2025-12-18 12:48:24
16,나라스페이스테크놀로지,1.51,2025-12-18 12:48:24
17,한화갤러리아,1.45,2025-12-18 12:48:24
18,알테오젠,1.42,2025-12-18 12:48:24
19,한국전력,1.41,2025-12-18 12:48:24
20,현대차,1.33,2025-12-18 12:48:24
21,에이비엘바이오,1.22,2025-12-18 12:48:24
22,카카오,1.21,2025-12-18 12:48:24
23,아주IB투자,1.18,2025-12-18 12:48:24
24,원익IPS,1.14,2025-12-18 12:48:24
25,에스피지,1.12,2025-12-18 12:48:24
26,동양고속,1.11,2025-12-18 12:48:24
27,원익홀딩스,1.08,2025-12-18 12:48:24
28,다날,1.04,2025-12-18 12:48:24
29,에임드바이오,1.02,2025-12-18 12:48:24
30,LG화학,1.01,2025-12-18 12:48:24
