rank,name,score,ts
1,삼성전자,11.98,2026-01-29 13:12:53
2,SK하이닉스,8.42,2026-01-29 13:12:53
3,현대차,4.42,2026-01-29 13:12:53
4,에코프로,3.85,2026-01-29 13:12:53
5,한미반도체,3.21,2026-01-29 13:12:53
6,NAVER,2.44,2026-01-29 13:12:53
7,두산에너빌리티,2.29,2026-01-29 13:12:53
8,에코프로비엠,2.10,2026-01-29 13:12:53
9,레인보우로보틱스,1.88,2026-01-29 13:12:53
10,미래에셋증권,1.81,2026-01-29 13:12:53
11,휴림로봇,1.70,2026-01-29 13:12:53
12,신라젠,1.66,2026-01-29 13:12:53
13,삼성SDI,1.57,2026-01-29 13:12:53
14,알테오젠,1.45,2026-01-29 13:12:53
15,POSCO홀딩스,1.32,2026-01-29 13:12:53
16,한화오션,1.27,2026-01-29 13:12:53
17,포스코퓨처엠,1.16,2026-01-29 13:12:53
18,코오롱티슈진,1.08,2026-01-29 13:12:53
19,삼성중공업,1.00,2026-01-29 13:12:53
20,HLB,0.96,2026-01-29 13:12:53
21,삼성전자우,0.96,2026-01-29 13:12:53
22,LG에너지솔루션,0.90,2026-01-29 13:12:53
23,셀트리온,0.88,2026-01-29 13:12:53
24,카카오,0.88,2026-01-29 13:12:53
25,이수페타시스,0.80,2026-01-29 13:12:53
26,삼표시멘트,0.79,2026-01-29 13:12:53
27,로보티즈,0.78,2026-01-29 13:12:53
28,에이비엘바이오,0.78,2026-01-29 13:12:53
29,에스피지,0.77,2026-01-29 13:12:53
30,삼천당제약,0.77,2026-01-29 13:12:53
