rank,name,score,ts
1,삼성전자,11.41,2026-06-13 16:45:01
2,미래에셋증권,7.11,2026-06-13 16:45:01
3,SK하이닉스,7.06,2026-06-13 16:45:01
4,NAVER,3.58,2026-06-13 16:45:01
5,현대차,3.19,2026-06-13 16:45:01
6,LG전자,2.87,2026-06-13 16:45:01
7,삼성전기,2.85,2026-06-13 16:45:01
8,한미반도체,2.65,2026-06-13 16:45:01
9,두산에너빌리티,1.96,2026-06-13 16:45:01
10,현대건설,1.80,2026-06-13 16:45:01
11,TIGER 미국우주테크,1.51,2026-06-13 16:45:01
12,우리기술,1.30,2026-06-13 16:45:01
13,한화오션,1.23,2026-06-13 16:45:01
14,주성엔지니어링,1.18,2026-06-13 16:45:01
15,에코프로,1.16,2026-06-13 16:45:01
16,HPSP,1.15,2026-06-13 16:45:01
17,삼성SDI,1.14,2026-06-13 16:45:01
18,대우건설,1.11,2026-06-13 16:45:01
19,삼성E&A,1.09,2026-06-13 16:45:01
20,스피어,1.08,2026-06-13 16:45:01
21,미래에셋벤처투자,1.08,2026-06-13 16:45:01
22,LG씨엔에스,1.06,2026-06-13 16:45:01
23,삼성물산,1.03,2026-06-13 16:45:01
24,원익IPS,1.02,2026-06-13 16:45:01
25,삼성중공업,0.95,2026-06-13 16:45:01
26,POSCO홀딩스,0.94,2026-06-13 16:45:01
27,대한광통신,0.94,2026-06-13 16:45:01
28,LG이노텍,0.93,2026-06-13 16:45:01
29,에코프로비엠,0.91,2026-06-13 16:45:01
30,현대모비스,0.87,2026-06-13 16:45:01
