rank,name,score,ts
1,SK하이닉스,26.59,2026-07-30 20:26:38
2,삼성전자,22.96,2026-07-30 20:26:38
3,삼성전기,5.05,2026-07-30 20:26:38
4,현대차,2.37,2026-07-30 20:26:38
5,SK스퀘어,2.29,2026-07-30 20:26:38
6,NAVER,2.00,2026-07-30 20:26:38
7,두산에너빌리티,1.50,2026-07-30 20:26:38
8,한화오션,1.41,2026-07-30 20:26:38
9,LG전자,1.34,2026-07-30 20:26:38
10,삼성SDI,1.24,2026-07-30 20:26:38
11,한미반도체,1.05,2026-07-30 20:26:38
12,셀트리온,0.99,2026-07-30 20:26:38
13,LS ELECTRIC,0.84,2026-07-30 20:26:38
14,삼성중공업,0.84,2026-07-30 20:26:38
15,LG에너지솔루션,0.84,2026-07-30 20:26:38
16,POSCO홀딩스,0.81,2026-07-30 20:26:38
17,에코프로,0.79,2026-07-30 20:26:38
18,삼성전자우,0.70,2026-07-30 20:26:38
19,주성엔지니어링,0.68,2026-07-30 20:26:38
20,네이처셀,0.67,2026-07-30 20:26:38
21,LG이노텍,0.67,2026-07-30 20:26:38
22,레인보우로보틱스,0.66,2026-07-30 20:26:38
23,코오롱티슈진,0.58,2026-07-30 20:26:38
24,신성델타테크,0.57,2026-07-30 20:26:38
25,알테오젠,0.55,2026-07-30 20:26:38
26,SK이노베이션,0.50,2026-07-30 20:26:38
27,삼천당제약,0.48,2026-07-30 20:26:38
28,HLB,0.47,2026-07-30 20:26:38
29,LG생활건강,0.46,2026-07-30 20:26:38
30,SK이터닉스,0.45,2026-07-30 20:26:38
