rank,name,score,ts
1,삼성전자,10.04,2026-05-24 10:23:49
2,SK하이닉스,6.77,2026-05-24 10:23:49
3,현대차,3.26,2026-05-24 10:23:49
4,LG전자,3.24,2026-05-24 10:23:49
5,삼성전기,3.15,2026-05-24 10:23:49
6,에코프로,2.56,2026-05-24 10:23:49
7,주성엔지니어링,2.27,2026-05-24 10:23:49
8,두산에너빌리티,2.07,2026-05-24 10:23:49
9,에코프로비엠,1.93,2026-05-24 10:23:49
10,대우건설,1.92,2026-05-24 10:23:49
11,NAVER,1.70,2026-05-24 10:23:49
12,대한광통신,1.58,2026-05-24 10:23:49
13,삼성SDI,1.40,2026-05-24 10:23:49
14,제주반도체,1.37,2026-05-24 10:23:49
15,네이처셀,1.32,2026-05-24 10:23:49
16,한미반도체,1.23,2026-05-24 10:23:49
17,삼성E&A,1.23,2026-05-24 10:23:49
18,LS ELECTRIC,1.20,2026-05-24 10:23:49
19,삼성중공업,1.13,2026-05-24 10:23:49
20,POSCO홀딩스,1.11,2026-05-24 10:23:49
21,한화오션,1.08,2026-05-24 10:23:49
22,현대모비스,1.01,2026-05-24 10:23:49
23,현대바이오,1.00,2026-05-24 10:23:49
24,셀트리온,1.00,2026-05-24 10:23:49
25,LG씨엔에스,0.97,2026-05-24 10:23:49
26,알테오젠,0.96,2026-05-24 10:23:49
27,미래에셋증권,0.94,2026-05-24 10:23:49
28,두산로보틱스,0.89,2026-05-24 10:23:49
29,파두,0.86,2026-05-24 10:23:49
30,삼화콘덴서,0.85,2026-05-24 10:23:49
