rank,name,score,ts
1,삼성전자,16.47,2026-03-27 13:19:46
2,SK하이닉스,7.78,2026-03-27 13:19:46
3,펄어비스,3.72,2026-03-27 13:19:46
4,한화솔루션,2.91,2026-03-27 13:19:46
5,대우건설,2.81,2026-03-27 13:19:46
6,현대차,2.78,2026-03-27 13:19:46
7,에코프로,2.49,2026-03-27 13:19:46
8,두산에너빌리티,2.33,2026-03-27 13:19:46
9,엘앤에프,2.31,2026-03-27 13:19:46
10,삼성SDI,1.80,2026-03-27 13:19:46
11,우리로,1.77,2026-03-27 13:19:46
12,HLB,1.75,2026-03-27 13:19:46
13,우리기술,1.68,2026-03-27 13:19:46
14,삼천당제약,1.60,2026-03-27 13:19:46
15,에코프로비엠,1.34,2026-03-27 13:19:46
16,포스코퓨처엠,1.28,2026-03-27 13:19:46
17,대한광통신,1.13,2026-03-27 13:19:46
18,알테오젠,1.12,2026-03-27 13:19:46
19,셀트리온,1.02,2026-03-27 13:19:46
20,삼성전자우,0.97,2026-03-27 13:19:46
21,한미반도체,0.95,2026-03-27 13:19:46
22,한화시스템,0.94,2026-03-27 13:19:46
23,에코프로머티,0.89,2026-03-27 13:19:46
24,삼성전기,0.88,2026-03-27 13:19:46
25,미래에셋증권,0.88,2026-03-27 13:19:46
26,NAVER,0.86,2026-03-27 13:19:46
27,한화오션,0.84,2026-03-27 13:19:46
28,LG에너지솔루션,0.84,2026-03-27 13:19:46
29,POSCO홀딩스,0.82,2026-03-27 13:19:46
30,엔에이치스팩33호,0.80,2026-03-27 13:19:46
