rank,name,score,ts
1,삼성전자,19.69,2026-05-12 19:17:42
2,SK하이닉스,13.16,2026-05-12 19:17:42
3,현대차,4.92,2026-05-12 19:17:42
4,LG전자,3.42,2026-05-12 19:17:42
5,두산에너빌리티,2.04,2026-05-12 19:17:42
6,삼성SDI,1.98,2026-05-12 19:17:42
7,대한광통신,1.96,2026-05-12 19:17:42
8,펄어비스,1.86,2026-05-12 19:17:42
9,POSCO홀딩스,1.78,2026-05-12 19:17:42
10,삼성전기,1.69,2026-05-12 19:17:42
11,한화솔루션,1.51,2026-05-12 19:17:42
12,삼성중공업,1.42,2026-05-12 19:17:42
13,현대무벡스,1.37,2026-05-12 19:17:42
14,미래에셋증권,1.31,2026-05-12 19:17:42
15,SK스퀘어,1.19,2026-05-12 19:17:42
16,NAVER,1.08,2026-05-12 19:17:42
17,엑스게이트,1.07,2026-05-12 19:17:42
18,한미반도체,1.03,2026-05-12 19:17:42
19,에코프로,1.03,2026-05-12 19:17:42
20,LS ELECTRIC,0.99,2026-05-12 19:17:42
21,한화오션,0.92,2026-05-12 19:17:42
22,대우건설,0.87,2026-05-12 19:17:42
23,HD현대중공업,0.85,2026-05-12 19:17:42
24,대한전선,0.82,2026-05-12 19:17:42
25,레인보우로보틱스,0.82,2026-05-12 19:17:42
26,삼성전자우,0.80,2026-05-12 19:17:42
27,기아,0.78,2026-05-12 19:17:42
28,에코프로비엠,0.76,2026-05-12 19:17:42
29,셀트리온,0.72,2026-05-12 19:17:42
30,LG씨엔에스,0.69,2026-05-12 19:17:42
