rank,name,score,ts
1,삼성전자,17.51,2026-03-03 15:45:25
2,SK하이닉스,7.20,2026-03-03 15:45:25
3,현대차,5.13,2026-03-03 15:45:25
4,한화에어로스페이스,2.88,2026-03-03 15:45:25
5,한화시스템,2.78,2026-03-03 15:45:25
6,에코프로,2.04,2026-03-03 15:45:25
7,두산에너빌리티,2.03,2026-03-03 15:45:25
8,한미반도체,2.02,2026-03-03 15:45:25
9,LIG넥스원,1.97,2026-03-03 15:45:25
10,한화오션,1.85,2026-03-03 15:45:25
11,현대로템,1.85,2026-03-03 15:45:25
12,HMM,1.60,2026-03-03 15:45:25
13,카카오,1.52,2026-03-03 15:45:25
14,삼성SDI,1.47,2026-03-03 15:45:25
15,LG전자,1.39,2026-03-03 15:45:25
16,한국전력,1.35,2026-03-03 15:45:25
17,NAVER,1.33,2026-03-03 15:45:25
18,레인보우로보틱스,1.32,2026-03-03 15:45:25
19,펄어비스,1.05,2026-03-03 15:45:25
20,POSCO홀딩스,1.04,2026-03-03 15:45:25
21,리노공업,1.02,2026-03-03 15:45:25
22,삼성전자우,1.01,2026-03-03 15:45:25
23,흥구석유,0.99,2026-03-03 15:45:25
24,우리기술,0.97,2026-03-03 15:45:25
25,S-Oil,0.92,2026-03-03 15:45:25
26,한화솔루션,0.90,2026-03-03 15:45:25
27,현대무벡스,0.86,2026-03-03 15:45:25
28,기아,0.85,2026-03-03 15:45:25
29,SK이노베이션,0.80,2026-03-03 15:45:25
30,한국항공우주,0.79,2026-03-03 15:45:25
