rank,name,score,ts
1,삼성전자,17.88,2026-02-13 16:31:16
2,SK하이닉스,6.21,2026-02-13 16:31:16
3,두산에너빌리티,4.96,2026-02-13 16:31:16
4,미래에셋증권,3.32,2026-02-13 16:31:16
5,현대차,2.96,2026-02-13 16:31:16
6,삼성전자우,2.27,2026-02-13 16:31:16
7,SK이터닉스,1.75,2026-02-13 16:31:16
8,스피어,1.75,2026-02-13 16:31:16
9,에코프로,1.74,2026-02-13 16:31:16
10,우리기술,1.73,2026-02-13 16:31:16
11,비엘팜텍,1.54,2026-02-13 16:31:16
12,한화솔루션,1.44,2026-02-13 16:31:16
13,LG전자,1.39,2026-02-13 16:31:16
14,NAVER,1.35,2026-02-13 16:31:16
15,SK텔레콤,1.32,2026-02-13 16:31:16
16,SK증권,1.31,2026-02-13 16:31:16
17,셀트리온,1.30,2026-02-13 16:31:16
18,한국항공우주,1.29,2026-02-13 16:31:16
19,카카오,1.24,2026-02-13 16:31:16
20,삼성중공업,1.23,2026-02-13 16:31:16
21,삼표시멘트,1.17,2026-02-13 16:31:16
22,삼성SDI,1.15,2026-02-13 16:31:16
23,POSCO홀딩스,1.15,2026-02-13 16:31:16
24,한미반도체,1.08,2026-02-13 16:31:16
25,에코프로비엠,1.07,2026-02-13 16:31:16
26,한화오션,0.95,2026-02-13 16:31:16
27,휴림로봇,0.90,2026-02-13 16:31:16
28,이수페타시스,0.89,2026-02-13 16:31:16
29,알테오젠,0.86,2026-02-13 16:31:16
30,원익IPS,0.86,2026-02-13 16:31:16
