rank,name,score,ts
1,삼성전자,22.35,2026-07-02 10:22:24
2,SK하이닉스,18.41,2026-07-02 10:22:24
3,한화오션,3.36,2026-07-02 10:22:24
4,삼성전기,3.00,2026-07-02 10:22:24
5,현대차,2.63,2026-07-02 10:22:24
6,SK스퀘어,2.04,2026-07-02 10:22:24
7,금호건설,1.67,2026-07-02 10:22:24
8,LG전자,1.63,2026-07-02 10:22:24
9,에코프로,1.41,2026-07-02 10:22:24
10,두산에너빌리티,1.25,2026-07-02 10:22:24
11,NAVER,1.24,2026-07-02 10:22:24
12,LS ELECTRIC,1.19,2026-07-02 10:22:24
13,삼성전자우,1.18,2026-07-02 10:22:24
14,주성엔지니어링,1.12,2026-07-02 10:22:24
15,한미반도체,1.11,2026-07-02 10:22:24
16,대원전선,1.05,2026-07-02 10:22:24
17,삼성에스디에스,0.93,2026-07-02 10:22:24
18,삼성SDI,0.84,2026-07-02 10:22:24
19,LG씨엔에스,0.80,2026-07-02 10:22:24
20,SK이터닉스,0.78,2026-07-02 10:22:24
21,삼성중공업,0.77,2026-07-02 10:22:24
22,위메이드,0.73,2026-07-02 10:22:24
23,에코프로비엠,0.70,2026-07-02 10:22:24
24,한화에어로스페이스,0.68,2026-07-02 10:22:24
25,KODEX SK하이닉스단일종목레버리지,0.67,2026-07-02 10:22:24
26,대한광통신,0.66,2026-07-02 10:22:24
27,대우건설,0.63,2026-07-02 10:22:24
28,HPSP,0.63,2026-07-02 10:22:24
29,성호전자,0.62,2026-07-02 10:22:24
30,한국콜마,0.61,2026-07-02 10:22:24
