rank,name,score,ts
1,SK하이닉스,27.46,2026-06-23 16:45:16
2,삼성전자,24.72,2026-06-23 16:45:16
3,현대차,4.04,2026-06-23 16:45:16
4,SK스퀘어,3.21,2026-06-23 16:45:16
5,삼성전기,2.93,2026-06-23 16:45:16
6,LG전자,2.23,2026-06-23 16:45:16
7,NAVER,1.81,2026-06-23 16:45:16
8,두산에너빌리티,1.45,2026-06-23 16:45:16
9,KODEX SK하이닉스단일종목레버리지,1.21,2026-06-23 16:45:16
10,삼성전자우,1.09,2026-06-23 16:45:16
11,한미반도체,1.00,2026-06-23 16:45:16
12,한화오션,0.93,2026-06-23 16:45:16
13,삼성SDI,0.87,2026-06-23 16:45:16
14,LG이노텍,0.82,2026-06-23 16:45:16
15,제주반도체,0.68,2026-06-23 16:45:16
16,KODEX 200선물인버스2X,0.67,2026-06-23 16:45:16
17,LG씨엔에스,0.61,2026-06-23 16:45:16
18,카카오,0.61,2026-06-23 16:45:16
19,SOL AI반도체TOP2플러스,0.60,2026-06-23 16:45:16
20,삼성중공업,0.58,2026-06-23 16:45:16
21,엑스게이트,0.58,2026-06-23 16:45:16
22,POSCO홀딩스,0.55,2026-06-23 16:45:16
23,에코프로,0.55,2026-06-23 16:45:16
24,현대모비스,0.52,2026-06-23 16:45:16
25,대우건설,0.52,2026-06-23 16:45:16
26,LS ELECTRIC,0.51,2026-06-23 16:45:16
27,미래에셋증권,0.50,2026-06-23 16:45:16
28,삼성물산,0.49,2026-06-23 16:45:16
29,SOL SK하이닉스선물단일종목인버스2X,0.47,2026-06-23 16:45:16
30,주성엔지니어링,0.45,2026-06-23 16:45:16
