rank,name,score,ts
1,삼성전자,23.78,2026-03-31 18:49:15
2,SK하이닉스,12.11,2026-03-31 18:49:15
3,삼천당제약,7.55,2026-03-31 18:49:15
4,현대차,3.01,2026-03-31 18:49:15
5,흥아해운,2.75,2026-03-31 18:49:15
6,두산에너빌리티,2.15,2026-03-31 18:49:15
7,펄어비스,1.84,2026-03-31 18:49:15
8,삼성SDI,1.46,2026-03-31 18:49:15
9,한화솔루션,1.42,2026-03-31 18:49:15
10,에코프로,1.38,2026-03-31 18:49:15
11,대우건설,1.31,2026-03-31 18:49:15
12,한화오션,1.24,2026-03-31 18:49:15
13,우리기술,1.07,2026-03-31 18:49:15
14,삼성전자우,1.01,2026-03-31 18:49:15
15,삼성E&A,1.00,2026-03-31 18:49:15
16,NAVER,0.95,2026-03-31 18:49:15
17,휴림로봇,0.95,2026-03-31 18:49:15
18,LIG넥스원,0.92,2026-03-31 18:49:15
19,SK이터닉스,0.87,2026-03-31 18:49:15
20,리센스메디컬,0.86,2026-03-31 18:49:15
21,알테오젠,0.85,2026-03-31 18:49:15
22,한미반도체,0.80,2026-03-31 18:49:15
23,LG에너지솔루션,0.79,2026-03-31 18:49:15
24,에코프로비엠,0.75,2026-03-31 18:49:15
25,한화시스템,0.73,2026-03-31 18:49:15
26,삼성중공업,0.72,2026-03-31 18:49:15
27,대한광통신,0.69,2026-03-31 18:49:15
28,미래에셋증권,0.64,2026-03-31 18:49:15
29,애경케미칼,0.62,2026-03-31 18:49:15
30,셀트리온,0.60,2026-03-31 18:49:15
