rank,name,score,ts
1,삼성전자,8.36,2025-12-28 15:42:59
2,SK하이닉스,5.55,2025-12-28 15:42:59
3,한화오션,3.25,2025-12-28 15:42:59
4,두산에너빌리티,2.85,2025-12-28 15:42:59
5,에코프로,2.31,2025-12-28 15:42:59
6,원익홀딩스,2.29,2025-12-28 15:42:59
7,에이비엘바이오,2.18,2025-12-28 15:42:59
8,한미반도체,1.91,2025-12-28 15:42:59
9,LG에너지솔루션,1.83,2025-12-28 15:42:59
10,알테오젠,1.83,2025-12-28 15:42:59
11,현대무벡스,1.73,2025-12-28 15:42:59
12,NAVER,1.67,2025-12-28 15:42:59
13,계양전기,1.66,2025-12-28 15:42:59
14,현대차,1.56,2025-12-28 15:42:59
15,삼성에피스홀딩스,1.41,2025-12-28 15:42:59
16,에코프로비엠,1.39,2025-12-28 15:42:59
17,에스피지,1.22,2025-12-28 15:42:59
18,삼성SDI,1.21,2025-12-28 15:42:59
19,휴림로봇,1.20,2025-12-28 15:42:59
20,재영솔루텍,1.17,2025-12-28 15:42:59
21,디앤디파마텍,1.13,2025-12-28 15:42:59
22,노타,1.11,2025-12-28 15:42:59
23,클로봇,1.11,2025-12-28 15:42:59
24,미래에셋증권우,1.10,2025-12-28 15:42:59
25,신성델타테크,1.06,2025-12-28 15:42:59
26,온코닉테라퓨틱스,1.06,2025-12-28 15:42:59
27,HLB,1.01,2025-12-28 15:42:59
28,스맥,0.96,2025-12-28 15:42:59
29,로킷헬스케어,0.95,2025-12-28 15:42:59
30,POSCO홀딩스,0.93,2025-12-28 15:42:59
