rank,name,score,ts
1,삼성전자,10.01,2026-05-23 16:20:08
2,SK하이닉스,6.68,2026-05-23 16:20:08
3,삼성전기,3.59,2026-05-23 16:20:08
4,현대차,3.20,2026-05-23 16:20:08
5,LG전자,3.09,2026-05-23 16:20:08
6,에코프로,2.63,2026-05-23 16:20:08
7,주성엔지니어링,2.60,2026-05-23 16:20:08
8,두산에너빌리티,2.09,2026-05-23 16:20:08
9,에코프로비엠,1.95,2026-05-23 16:20:08
10,NAVER,1.93,2026-05-23 16:20:08
11,삼성SDI,1.56,2026-05-23 16:20:08
12,대한광통신,1.51,2026-05-23 16:20:08
13,한미반도체,1.44,2026-05-23 16:20:08
14,제주반도체,1.43,2026-05-23 16:20:08
15,LS ELECTRIC,1.40,2026-05-23 16:20:08
16,네이처셀,1.31,2026-05-23 16:20:08
17,대우건설,1.25,2026-05-23 16:20:08
18,한화오션,1.15,2026-05-23 16:20:08
19,미래에셋증권,1.12,2026-05-23 16:20:08
20,현대모비스,1.09,2026-05-23 16:20:08
21,대덕전자,1.09,2026-05-23 16:20:08
22,알테오젠,1.03,2026-05-23 16:20:08
23,삼성중공업,1.01,2026-05-23 16:20:08
24,LG씨엔에스,0.99,2026-05-23 16:20:08
25,POSCO홀딩스,0.96,2026-05-23 16:20:08
26,스피어,0.92,2026-05-23 16:20:08
27,셀트리온,0.90,2026-05-23 16:20:08
28,파두,0.88,2026-05-23 16:20:08
29,두산로보틱스,0.87,2026-05-23 16:20:08
30,현대바이오,0.87,2026-05-23 16:20:08
