rank,name,score,ts
1,삼성전자,8.46,2026-04-25 15:54:40
2,SK하이닉스,5.18,2026-04-25 15:54:40
3,두산에너빌리티,3.08,2026-04-25 15:54:40
4,현대차,2.88,2026-04-25 15:54:40
5,삼성SDI,2.42,2026-04-25 15:54:40
6,대우건설,2.26,2026-04-25 15:54:40
7,리노공업,2.13,2026-04-25 15:54:40
8,삼성중공업,2.11,2026-04-25 15:54:40
9,펄어비스,2.09,2026-04-25 15:54:40
10,고영,2.07,2026-04-25 15:54:40
11,삼천당제약,1.84,2026-04-25 15:54:40
12,LS ELECTRIC,1.71,2026-04-25 15:54:40
13,효성중공업,1.64,2026-04-25 15:54:40
14,대한광통신,1.54,2026-04-25 15:54:40
15,에코프로,1.53,2026-04-25 15:54:40
16,POSCO홀딩스,1.53,2026-04-25 15:54:40
17,휴림로봇,1.41,2026-04-25 15:54:40
18,NAVER,1.34,2026-04-25 15:54:40
19,삼성E&A,1.31,2026-04-25 15:54:40
20,삼성전기,1.31,2026-04-25 15:54:40
21,주성엔지니어링,1.21,2026-04-25 15:54:40
22,에코프로비엠,1.12,2026-04-25 15:54:40
23,한화오션,1.10,2026-04-25 15:54:40
24,대한전선,1.10,2026-04-25 15:54:40
25,한미반도체,1.05,2026-04-25 15:54:40
26,대원전선,1.02,2026-04-25 15:54:40
27,제주반도체,1.02,2026-04-25 15:54:40
28,OCI홀딩스,0.96,2026-04-25 15:54:40
29,HD현대중공업,0.96,2026-04-25 15:54:40
30,현대로템,0.93,2026-04-25 15:54:40
