rank,name,score,ts
1,삼성전자,14.08,2026-04-12 18:44:36
2,SK하이닉스,5.83,2026-04-12 18:44:36
3,대한광통신,3.57,2026-04-12 18:44:36
4,대우건설,3.24,2026-04-12 18:44:36
5,삼천당제약,3.00,2026-04-12 18:44:36
6,현대차,2.35,2026-04-12 18:44:36
7,펄어비스,2.14,2026-04-12 18:44:36
8,에코프로,1.79,2026-04-12 18:44:36
9,두산에너빌리티,1.64,2026-04-12 18:44:36
10,흥아해운,1.53,2026-04-12 18:44:36
11,GS건설,1.53,2026-04-12 18:44:36
12,삼성SDI,1.51,2026-04-12 18:44:36
13,한미반도체,1.47,2026-04-12 18:44:36
14,삼성전기,1.42,2026-04-12 18:44:36
15,대한해운,1.33,2026-04-12 18:44:36
16,삼성E&A,1.24,2026-04-12 18:44:36
17,NAVER,1.21,2026-04-12 18:44:36
18,DL이앤씨,1.19,2026-04-12 18:44:36
19,LIG넥스원,1.16,2026-04-12 18:44:36
20,우리기술,1.16,2026-04-12 18:44:36
21,흥구석유,1.13,2026-04-12 18:44:36
22,한화솔루션,1.08,2026-04-12 18:44:36
23,한화시스템,1.08,2026-04-12 18:44:36
24,SK이터닉스,1.08,2026-04-12 18:44:36
25,에코프로비엠,1.07,2026-04-12 18:44:36
26,삼성전자우,1.05,2026-04-12 18:44:36
27,신성이엔지,1.04,2026-04-12 18:44:36
28,쏠리드,1.02,2026-04-12 18:44:36
29,현대건설,1.01,2026-04-12 18:44:36
30,광전자,1.00,2026-04-12 18:44:36
