[네이버 인기검색 합계 Top30] (최근 12 스냅샷 기반)
생성시각: 2026-01-16 18:38:58
스냅샷 수: 12개
------------------------------------------------
 1. 삼성전자 | 합계: 123.87
 2. SK하이닉스 | 합계: 49.73
 3. 현대차 | 합계: 48.12
 4. 두산에너빌리티 | 합계: 42.99
 5. 한화오션 | 합계: 33.14
 6. NAVER | 합계: 29.73
 7. 휴림로봇 | 합계: 29.24
 8. 한화시스템 | 합계: 28.10
 9. POSCO홀딩스 | 합계: 25.95
10. 뉴로메카 | 합계: 21.88
11. 포스코DX | 합계: 21.31
12. 한미반도체 | 합계: 19.27
13. 삼성중공업 | 합계: 17.89
14. LG씨엔에스 | 합계: 17.47
15. 한화 | 합계: 16.76
16. 셀트리온 | 합계: 16.05
17. 유진로봇 | 합계: 15.33
18. 알테오젠 | 합계: 14.43
19. 기아 | 합계: 11.77
20. 에코프로 | 합계: 10.84
21. 삼성SDI | 합계: 10.12
22. 에이비엘바이오 | 합계: 9.09
23. 현대무벡스 | 합계: 8.78
24. 에스피지 | 합계: 8.46
25. 한화갤러리아 | 합계: 8.10
26. 현대건설 | 합계: 7.59
27. 디앤디파마텍 | 합계: 7.22
28. 레인보우로보틱스 | 합계: 6.94
29. 한국항공우주 | 합계: 5.86
30. LG전자 | 합계: 5.71
