rank,name,score,ts
1,삼성전자,7.99,2026-01-13 15:43:49
2,현대차,5.93,2026-01-13 15:43:49
3,한화시스템,4.89,2026-01-13 15:43:49
4,POSCO홀딩스,4.84,2026-01-13 15:43:49
5,SK하이닉스,4.70,2026-01-13 15:43:49
6,삼성SDI,2.96,2026-01-13 15:43:49
7,한화오션,2.81,2026-01-13 15:43:49
8,한국전력,2.48,2026-01-13 15:43:49
9,두산에너빌리티,2.44,2026-01-13 15:43:49
10,휴림로봇,2.17,2026-01-13 15:43:49
11,셀트리온,1.84,2026-01-13 15:43:49
12,삼성중공업,1.68,2026-01-13 15:43:49
13,NAVER,1.62,2026-01-13 15:43:49
14,에코프로,1.60,2026-01-13 15:43:49
15,뉴로메카,1.54,2026-01-13 15:43:49
16,한미약품,1.47,2026-01-13 15:43:49
17,한미반도체,1.42,2026-01-13 15:43:49
18,고영,1.37,2026-01-13 15:43:49
19,현대로템,1.27,2026-01-13 15:43:49
20,HLB,1.13,2026-01-13 15:43:49
21,한화에어로스페이스,1.09,2026-01-13 15:43:49
22,현대모비스,1.07,2026-01-13 15:43:49
23,현대오토에버,1.06,2026-01-13 15:43:49
24,엔씨소프트,1.05,2026-01-13 15:43:49
25,현대무벡스,1.05,2026-01-13 15:43:49
26,디앤디파마텍,1.04,2026-01-13 15:43:49
27,한국항공우주,0.97,2026-01-13 15:43:49
28,원익홀딩스,0.97,2026-01-13 15:43:49
29,기아,0.91,2026-01-13 15:43:49
30,LG에너지솔루션,0.88,2026-01-13 15:43:49
