rank,name,score,ts
1,SK하이닉스,22.32,2026-07-02 15:52:48
2,삼성전자,22.06,2026-07-02 15:52:48
3,삼성전기,2.77,2026-07-02 15:52:48
4,현대차,2.56,2026-07-02 15:52:48
5,LG전자,1.98,2026-07-02 15:52:48
6,SK스퀘어,1.83,2026-07-02 15:52:48
7,NAVER,1.77,2026-07-02 15:52:48
8,금호건설,1.76,2026-07-02 15:52:48
9,한화오션,1.55,2026-07-02 15:52:48
10,한미반도체,1.28,2026-07-02 15:52:48
11,주성엔지니어링,1.24,2026-07-02 15:52:48
12,삼성전자우,1.13,2026-07-02 15:52:48
13,에코프로,1.08,2026-07-02 15:52:48
14,두산에너빌리티,1.05,2026-07-02 15:52:48
15,원익IPS,0.88,2026-07-02 15:52:48
16,KODEX SK하이닉스단일종목레버리지,0.86,2026-07-02 15:52:48
17,LS ELECTRIC,0.84,2026-07-02 15:52:48
18,POSCO홀딩스,0.84,2026-07-02 15:52:48
19,기아,0.77,2026-07-02 15:52:48
20,LG씨엔에스,0.76,2026-07-02 15:52:48
21,성호전자,0.71,2026-07-02 15:52:48
22,삼성SDI,0.67,2026-07-02 15:52:48
23,셀트리온,0.67,2026-07-02 15:52:48
24,카카오,0.64,2026-07-02 15:52:48
25,한미약품,0.64,2026-07-02 15:52:48
26,위메이드,0.64,2026-07-02 15:52:48
27,LG에너지솔루션,0.61,2026-07-02 15:52:48
28,에코프로비엠,0.60,2026-07-02 15:52:48
29,HPSP,0.59,2026-07-02 15:52:48
30,삼성중공업,0.56,2026-07-02 15:52:48
