rank,name,score,ts
1,삼성전자,18.18,2026-06-09 16:45:07
2,SK하이닉스,17.28,2026-06-09 16:45:07
3,삼성전기,5.74,2026-06-09 16:45:07
4,LG전자,5.02,2026-06-09 16:45:07
5,NAVER,4.61,2026-06-09 16:45:07
6,현대차,3.50,2026-06-09 16:45:07
7,두산에너빌리티,1.78,2026-06-09 16:45:07
8,LG씨엔에스,1.62,2026-06-09 16:45:07
9,두산로보틱스,1.49,2026-06-09 16:45:07
10,LG이노텍,1.46,2026-06-09 16:45:07
11,삼성전자우,1.20,2026-06-09 16:45:07
12,삼성에스디에스,1.12,2026-06-09 16:45:07
13,현대모비스,0.98,2026-06-09 16:45:07
14,SK네트웍스,0.95,2026-06-09 16:45:07
15,삼성중공업,0.91,2026-06-09 16:45:07
16,한미반도체,0.91,2026-06-09 16:45:07
17,삼성SDI,0.88,2026-06-09 16:45:07
18,대한광통신,0.82,2026-06-09 16:45:07
19,SK텔레콤,0.77,2026-06-09 16:45:07
20,한화오션,0.76,2026-06-09 16:45:07
21,에코프로,0.73,2026-06-09 16:45:07
22,대우건설,0.72,2026-06-09 16:45:07
23,알테오젠,0.71,2026-06-09 16:45:07
24,SK스퀘어,0.70,2026-06-09 16:45:07
25,KODEX SK하이닉스단일종목레버리지,0.68,2026-06-09 16:45:07
26,기아,0.66,2026-06-09 16:45:07
27,LS ELECTRIC,0.66,2026-06-09 16:45:07
28,고영,0.64,2026-06-09 16:45:07
29,SOL AI반도체TOP2플러스,0.63,2026-06-09 16:45:07
30,미래에셋증권,0.62,2026-06-09 16:45:07
