rank,name,score,ts
1,삼성전자,5.18,2025-12-21 18:34:28
2,두산에너빌리티,4.03,2025-12-21 18:34:28
3,SK하이닉스,3.77,2025-12-21 18:34:28
4,한화오션,3.01,2025-12-21 18:34:28
5,에스피지,2.62,2025-12-21 18:34:28
6,에코프로,2.32,2025-12-21 18:34:28
7,NAVER,2.27,2025-12-21 18:34:28
8,삼성에피스홀딩스,2.09,2025-12-21 18:34:28
9,현대차,2.01,2025-12-21 18:34:28
10,이노스페이스,1.90,2025-12-21 18:34:28
11,SK텔레콤,1.69,2025-12-21 18:34:28
12,에이비엘바이오,1.67,2025-12-21 18:34:28
13,대성산업,1.60,2025-12-21 18:34:28
14,미래에셋벤처투자,1.51,2025-12-21 18:34:28
15,알테오젠,1.50,2025-12-21 18:34:28
16,클로봇,1.50,2025-12-21 18:34:28
17,동양고속,1.38,2025-12-21 18:34:28
18,에코프로비엠,1.28,2025-12-21 18:34:28
19,신성델타테크,1.27,2025-12-21 18:34:28
20,삼성중공업,1.24,2025-12-21 18:34:28
21,원익홀딩스,1.21,2025-12-21 18:34:28
22,한화시스템,1.17,2025-12-21 18:34:28
23,알지노믹스,1.16,2025-12-21 18:34:28
24,삼성SDI,1.12,2025-12-21 18:34:28
25,에임드바이오,1.09,2025-12-21 18:34:28
26,디앤디파마텍,1.08,2025-12-21 18:34:28
27,삼천당제약,1.07,2025-12-21 18:34:28
28,셀트리온,1.02,2025-12-21 18:34:28
29,한미반도체,1.01,2025-12-21 18:34:28
30,파두,1.00,2025-12-21 18:34:28
