rank,name,score,ts
1,삼성전자,27.85,2026-05-20 13:52:01
2,SK하이닉스,12.44,2026-05-20 13:52:01
3,현대차,4.18,2026-05-20 13:52:01
4,LG전자,2.57,2026-05-20 13:52:01
5,두산에너빌리티,2.24,2026-05-20 13:52:01
6,코스모로보틱스,2.14,2026-05-20 13:52:01
7,대한광통신,2.13,2026-05-20 13:52:01
8,주성엔지니어링,1.68,2026-05-20 13:52:01
9,삼성전자우,1.58,2026-05-20 13:52:01
10,한미반도체,1.42,2026-05-20 13:52:01
11,POSCO홀딩스,1.34,2026-05-20 13:52:01
12,삼성SDI,1.27,2026-05-20 13:52:01
13,삼성전기,1.21,2026-05-20 13:52:01
14,NAVER,1.21,2026-05-20 13:52:01
15,마키나락스,0.99,2026-05-20 13:52:01
16,미래에셋증권,0.94,2026-05-20 13:52:01
17,삼성중공업,0.92,2026-05-20 13:52:01
18,대우건설,0.88,2026-05-20 13:52:01
19,두산로보틱스,0.86,2026-05-20 13:52:01
20,LS ELECTRIC,0.84,2026-05-20 13:52:01
21,HD현대중공업,0.81,2026-05-20 13:52:01
22,광전자,0.75,2026-05-20 13:52:01
23,현대모비스,0.72,2026-05-20 13:52:01
24,에코프로,0.70,2026-05-20 13:52:01
25,한국전력,0.69,2026-05-20 13:52:01
26,카카오,0.68,2026-05-20 13:52:01
27,삼천당제약,0.68,2026-05-20 13:52:01
28,한화오션,0.64,2026-05-20 13:52:01
29,레인보우로보틱스,0.62,2026-05-20 13:52:01
30,KODEX 200선물인버스2X,0.61,2026-05-20 13:52:01
