rank,name,score,ts
1,삼성전자,14.70,2026-03-12 13:14:39
2,SK하이닉스,5.61,2026-03-12 13:14:39
3,현대차,3.24,2026-03-12 13:14:39
4,삼표시멘트,3.12,2026-03-12 13:14:39
5,두산에너빌리티,2.86,2026-03-12 13:14:39
6,삼성중공업,2.77,2026-03-12 13:14:39
7,HD현대에너지솔루션,2.75,2026-03-12 13:14:39
8,우리기술,2.65,2026-03-12 13:14:39
9,대한광통신,2.48,2026-03-12 13:14:39
10,흥구석유,2.40,2026-03-12 13:14:39
11,한화시스템,2.31,2026-03-12 13:14:39
12,한화솔루션,1.99,2026-03-12 13:14:39
13,에코프로,1.73,2026-03-12 13:14:39
14,한화오션,1.66,2026-03-12 13:14:39
15,미래에셋증권,1.45,2026-03-12 13:14:39
16,삼성전자우,1.42,2026-03-12 13:14:39
17,LIG넥스원,1.28,2026-03-12 13:14:39
18,두산퓨얼셀,1.21,2026-03-12 13:14:39
19,한화에어로스페이스,1.17,2026-03-12 13:14:39
20,한미반도체,1.06,2026-03-12 13:14:39
21,NAVER,1.05,2026-03-12 13:14:39
22,삼성SDI,0.99,2026-03-12 13:14:39
23,현대바이오,0.98,2026-03-12 13:14:39
24,S-Oil,0.93,2026-03-12 13:14:39
25,쏠리드,0.90,2026-03-12 13:14:39
26,알테오젠,0.86,2026-03-12 13:14:39
27,SK,0.84,2026-03-12 13:14:39
28,셀트리온,0.84,2026-03-12 13:14:39
29,현대건설,0.80,2026-03-12 13:14:39
30,카카오,0.79,2026-03-12 13:14:39
