rank,name,score,ts
1,삼성전자,11.41,2026-04-29 19:13:32
2,SK하이닉스,6.04,2026-04-29 19:13:32
3,삼성SDI,3.41,2026-04-29 19:13:32
4,두산에너빌리티,3.01,2026-04-29 19:13:32
5,현대차,2.86,2026-04-29 19:13:32
6,LS ELECTRIC,2.32,2026-04-29 19:13:32
7,대한전선,1.99,2026-04-29 19:13:32
8,POSCO홀딩스,1.98,2026-04-29 19:13:32
9,두산로보틱스,1.89,2026-04-29 19:13:32
10,대원전선,1.83,2026-04-29 19:13:32
11,하이브,1.74,2026-04-29 19:13:32
12,대우건설,1.71,2026-04-29 19:13:32
13,에코프로,1.65,2026-04-29 19:13:32
14,LG전자,1.57,2026-04-29 19:13:32
15,한미반도체,1.47,2026-04-29 19:13:32
16,SK이노베이션,1.43,2026-04-29 19:13:32
17,삼성중공업,1.38,2026-04-29 19:13:32
18,NAVER,1.38,2026-04-29 19:13:32
19,채비,1.37,2026-04-29 19:13:32
20,제룡전기,1.34,2026-04-29 19:13:32
21,삼성전기,1.27,2026-04-29 19:13:32
22,SK이터닉스,1.26,2026-04-29 19:13:32
23,현대로템,1.11,2026-04-29 19:13:32
24,큐로셀,1.02,2026-04-29 19:13:32
25,한화솔루션,1.01,2026-04-29 19:13:32
26,에코프로비엠,1.01,2026-04-29 19:13:32
27,삼천당제약,0.97,2026-04-29 19:13:32
28,에이비엘바이오,0.94,2026-04-29 19:13:32
29,한화오션,0.93,2026-04-29 19:13:32
30,삼성전자우,0.85,2026-04-29 19:13:32
