rank,name,score,ts
1,현대차,12.44,2026-01-21 15:44:18
2,알테오젠,8.80,2026-01-21 15:44:18
3,삼성전자,8.51,2026-01-21 15:44:18
4,휴림로봇,5.09,2026-01-21 15:44:18
5,SK하이닉스,3.07,2026-01-21 15:44:18
6,우리기술,3.01,2026-01-21 15:44:18
7,두산에너빌리티,2.39,2026-01-21 15:44:18
8,LG전자,2.26,2026-01-21 15:44:18
9,현대무벡스,2.08,2026-01-21 15:44:18
10,뉴로메카,2.08,2026-01-21 15:44:18
11,HL만도,1.62,2026-01-21 15:44:18
12,한국전력,1.48,2026-01-21 15:44:18
13,기아,1.40,2026-01-21 15:44:18
14,삼성SDI,1.27,2026-01-21 15:44:18
15,한화오션,1.24,2026-01-21 15:44:18
16,에이비엘바이오,1.20,2026-01-21 15:44:18
17,NAVER,1.17,2026-01-21 15:44:18
18,삼성중공업,1.01,2026-01-21 15:44:18
19,유진로봇,0.98,2026-01-21 15:44:18
20,삼성전자우,0.97,2026-01-21 15:44:18
21,한미반도체,0.91,2026-01-21 15:44:18
22,테크윙,0.90,2026-01-21 15:44:18
23,POSCO홀딩스,0.87,2026-01-21 15:44:18
24,모베이스전자,0.85,2026-01-21 15:44:18
25,삼성스팩13호,0.82,2026-01-21 15:44:18
26,나라스페이스테크놀로지,0.82,2026-01-21 15:44:18
27,효성티앤씨,0.80,2026-01-21 15:44:18
28,이수스페셜티케미컬,0.79,2026-01-21 15:44:18
29,포스코DX,0.78,2026-01-21 15:44:18
30,에코프로,0.77,2026-01-21 15:44:18
