rank,name,score,ts
1,삼성전자,9.23,2026-02-21 13:12:35
2,현대차,6.89,2026-02-21 13:12:35
3,SK하이닉스,5.72,2026-02-21 13:12:35
4,두산에너빌리티,3.97,2026-02-21 13:12:35
5,한화솔루션,2.79,2026-02-21 13:12:35
6,한화오션,2.61,2026-02-21 13:12:35
7,에코프로,2.56,2026-02-21 13:12:35
8,우리기술,2.10,2026-02-21 13:12:35
9,POSCO홀딩스,2.06,2026-02-21 13:12:35
10,미래에셋증권,1.84,2026-02-21 13:12:35
11,NAVER,1.70,2026-02-21 13:12:35
12,삼성SDI,1.62,2026-02-21 13:12:35
13,LG전자,1.46,2026-02-21 13:12:35
14,한화시스템,1.35,2026-02-21 13:12:35
15,에코프로비엠,1.31,2026-02-21 13:12:35
16,삼성중공업,1.25,2026-02-21 13:12:35
17,셀트리온,1.16,2026-02-21 13:12:35
18,한화생명,1.11,2026-02-21 13:12:35
19,한미반도체,1.06,2026-02-21 13:12:35
20,보성파워텍,1.04,2026-02-21 13:12:35
21,한온시스템,1.03,2026-02-21 13:12:35
22,알테오젠,1.02,2026-02-21 13:12:35
23,SK증권,1.02,2026-02-21 13:12:35
24,삼성전기,0.99,2026-02-21 13:12:35
25,한화에어로스페이스,0.98,2026-02-21 13:12:35
26,광동제약,0.94,2026-02-21 13:12:35
27,흥구석유,0.94,2026-02-21 13:12:35
28,기아,0.90,2026-02-21 13:12:35
29,카카오,0.88,2026-02-21 13:12:35
30,휴림로봇,0.86,2026-02-21 13:12:35
