rank,name,score,ts
1,삼성전자,13.94,2026-04-05 15:48:55
2,SK하이닉스,5.25,2026-04-05 15:48:55
3,삼천당제약,3.67,2026-04-05 15:48:55
4,펄어비스,3.09,2026-04-05 15:48:55
5,대한광통신,2.79,2026-04-05 15:48:55
6,현대차,2.41,2026-04-05 15:48:55
7,한화솔루션,2.20,2026-04-05 15:48:55
8,SK이터닉스,2.15,2026-04-05 15:48:55
9,두산에너빌리티,1.98,2026-04-05 15:48:55
10,에코프로,1.76,2026-04-05 15:48:55
11,흥아해운,1.69,2026-04-05 15:48:55
12,LIG넥스원,1.68,2026-04-05 15:48:55
13,대우건설,1.59,2026-04-05 15:48:55
14,NAVER,1.47,2026-04-05 15:48:55
15,삼성SDI,1.44,2026-04-05 15:48:55
16,한화시스템,1.31,2026-04-05 15:48:55
17,풍산,1.26,2026-04-05 15:48:55
18,에코프로비엠,1.23,2026-04-05 15:48:55
19,HD현대에너지솔루션,1.22,2026-04-05 15:48:55
20,DL이앤씨,1.22,2026-04-05 15:48:55
21,삼성E&A,1.19,2026-04-05 15:48:55
22,흥구석유,1.17,2026-04-05 15:48:55
23,한화오션,1.13,2026-04-05 15:48:55
24,우리기술,1.11,2026-04-05 15:48:55
25,신성이엔지,1.10,2026-04-05 15:48:55
26,삼성전기,1.01,2026-04-05 15:48:55
27,삼성중공업,0.98,2026-04-05 15:48:55
28,엘앤에프,0.98,2026-04-05 15:48:55
29,알테오젠,0.92,2026-04-05 15:48:55
30,SK오션플랜트,0.92,2026-04-05 15:48:55
