rank,name,score,ts
1,삼성전자,14.96,2026-08-15 13:00:00
2,SK하이닉스,12.29,2026-08-15 13:00:00
3,현대차,4.04,2026-08-15 13:00:00
4,삼성전기,3.24,2026-08-15 13:00:00
5,LG전자,3.15,2026-08-15 13:00:00
6,두산에너빌리티,2.58,2026-08-15 13:00:00
7,NAVER,2.35,2026-08-15 13:00:00
8,한화오션,2.20,2026-08-15 13:00:00
9,삼성SDI,2.01,2026-08-15 13:00:00
10,코오롱티슈진,1.53,2026-08-15 13:00:00
11,LG이노텍,1.44,2026-08-15 13:00:00
12,제주반도체,1.28,2026-08-15 13:00:00
13,SK텔레콤,1.17,2026-08-15 13:00:00
14,SK스퀘어,1.16,2026-08-15 13:00:00
15,POSCO홀딩스,1.10,2026-08-15 13:00:00
16,LG씨엔에스,1.02,2026-08-15 13:00:00
17,알테오젠,1.01,2026-08-15 13:00:00
18,대한광통신,1.01,2026-08-15 13:00:00
19,한미반도체,0.94,2026-08-15 13:00:00
20,HLB,0.92,2026-08-15 13:00:00
21,주성엔지니어링,0.91,2026-08-15 13:00:00
22,삼성전자우,0.87,2026-08-15 13:00:00
23,에코프로,0.86,2026-08-15 13:00:00
24,로보티즈,0.82,2026-08-15 13:00:00
25,셀트리온,0.81,2026-08-15 13:00:00
26,삼성중공업,0.81,2026-08-15 13:00:00
27,LS ELECTRIC,0.78,2026-08-15 13:00:00
28,현대모비스,0.77,2026-08-15 13:00:00
29,SK이노베이션,0.75,2026-08-15 13:00:00
30,SK이터닉스,0.73,2026-08-15 13:00:00
