rank,name,score,ts
1,삼성전자,14.83,2026-03-29 10:02:02
2,SK하이닉스,6.24,2026-03-29 10:02:02
3,펄어비스,4.33,2026-03-29 10:02:02
4,한화솔루션,3.29,2026-03-29 10:02:02
5,현대차,2.81,2026-03-29 10:02:02
6,두산에너빌리티,2.27,2026-03-29 10:02:02
7,대우건설,2.15,2026-03-29 10:02:02
8,에코프로,2.10,2026-03-29 10:02:02
9,삼천당제약,2.05,2026-03-29 10:02:02
10,우리기술,1.57,2026-03-29 10:02:02
11,우리로,1.48,2026-03-29 10:02:02
12,에코프로비엠,1.39,2026-03-29 10:02:02
13,대한광통신,1.37,2026-03-29 10:02:02
14,흥아해운,1.28,2026-03-29 10:02:02
15,엘앤에프,1.23,2026-03-29 10:02:02
16,한화오션,1.23,2026-03-29 10:02:02
17,NAVER,1.21,2026-03-29 10:02:02
18,흥구석유,1.21,2026-03-29 10:02:02
19,HLB,1.20,2026-03-29 10:02:02
20,삼성SDI,1.17,2026-03-29 10:02:02
21,알테오젠,1.14,2026-03-29 10:02:02
22,LIG넥스원,1.11,2026-03-29 10:02:02
23,한화시스템,1.10,2026-03-29 10:02:02
24,미래에셋증권,1.07,2026-03-29 10:02:02
25,POSCO홀딩스,0.99,2026-03-29 10:02:02
26,삼성중공업,0.95,2026-03-29 10:02:02
27,한미반도체,0.94,2026-03-29 10:02:02
28,산일전기,0.91,2026-03-29 10:02:02
29,미래에셋벤처투자,0.89,2026-03-29 10:02:02
30,LG화학,0.88,2026-03-29 10:02:02
