rank,name,score,ts
1,SK하이닉스,26.84,2026-07-30 18:09:46
2,삼성전자,22.06,2026-07-30 18:09:46
3,삼성전기,6.08,2026-07-30 18:09:46
4,SK스퀘어,2.22,2026-07-30 18:09:46
5,현대차,2.22,2026-07-30 18:09:46
6,NAVER,1.94,2026-07-30 18:09:46
7,한화오션,1.38,2026-07-30 18:09:46
8,두산에너빌리티,1.35,2026-07-30 18:09:46
9,삼성SDI,1.21,2026-07-30 18:09:46
10,LG전자,1.18,2026-07-30 18:09:46
11,셀트리온,1.17,2026-07-30 18:09:46
12,LG에너지솔루션,0.91,2026-07-30 18:09:46
13,한미반도체,0.87,2026-07-30 18:09:46
14,LS ELECTRIC,0.86,2026-07-30 18:09:46
15,네이처셀,0.82,2026-07-30 18:09:46
16,POSCO홀딩스,0.79,2026-07-30 18:09:46
17,삼성중공업,0.75,2026-07-30 18:09:46
18,에코프로,0.73,2026-07-30 18:09:46
19,레인보우로보틱스,0.70,2026-07-30 18:09:46
20,LG이노텍,0.68,2026-07-30 18:09:46
21,주성엔지니어링,0.66,2026-07-30 18:09:46
22,신성델타테크,0.66,2026-07-30 18:09:46
23,코오롱티슈진,0.65,2026-07-30 18:09:46
24,KODEX SK하이닉스단일종목레버리지,0.63,2026-07-30 18:09:46
25,삼성전자우,0.61,2026-07-30 18:09:46
26,SK이노베이션,0.60,2026-07-30 18:09:46
27,금호타이어,0.55,2026-07-30 18:09:46
28,삼천당제약,0.53,2026-07-30 18:09:46
29,알테오젠,0.53,2026-07-30 18:09:46
30,한화에어로스페이스,0.49,2026-07-30 18:09:46
