rank,name,score,ts
1,삼성전자,10.92,2026-05-23 10:18:15
2,SK하이닉스,6.56,2026-05-23 10:18:15
3,삼성전기,3.84,2026-05-23 10:18:15
4,LG전자,3.10,2026-05-23 10:18:15
5,현대차,3.08,2026-05-23 10:18:15
6,주성엔지니어링,2.78,2026-05-23 10:18:15
7,에코프로,2.69,2026-05-23 10:18:15
8,NAVER,2.21,2026-05-23 10:18:15
9,두산에너빌리티,2.02,2026-05-23 10:18:15
10,에코프로비엠,1.78,2026-05-23 10:18:15
11,삼성SDI,1.52,2026-05-23 10:18:15
12,대한광통신,1.46,2026-05-23 10:18:15
13,제주반도체,1.34,2026-05-23 10:18:15
14,한미반도체,1.28,2026-05-23 10:18:15
15,네이처셀,1.28,2026-05-23 10:18:15
16,LS ELECTRIC,1.25,2026-05-23 10:18:15
17,한화오션,1.21,2026-05-23 10:18:15
18,대우건설,1.18,2026-05-23 10:18:15
19,POSCO홀딩스,1.11,2026-05-23 10:18:15
20,알테오젠,1.10,2026-05-23 10:18:15
21,삼성중공업,1.06,2026-05-23 10:18:15
22,미래에셋증권,1.01,2026-05-23 10:18:15
23,셀트리온,0.97,2026-05-23 10:18:15
24,현대모비스,0.96,2026-05-23 10:18:15
25,LG씨엔에스,0.94,2026-05-23 10:18:15
26,삼화콘덴서,0.92,2026-05-23 10:18:15
27,스피어,0.91,2026-05-23 10:18:15
28,엑스게이트,0.90,2026-05-23 10:18:15
29,현대바이오,0.81,2026-05-23 10:18:15
30,삼성E&A,0.80,2026-05-23 10:18:15
