rank,name,score,ts
1,삼성전자,15.28,2026-06-01 17:17:15
2,NAVER,8.10,2026-06-01 17:17:15
3,SK하이닉스,7.71,2026-06-01 17:17:15
4,LG전자,5.18,2026-06-01 17:17:15
5,현대차,4.27,2026-06-01 17:17:15
6,삼성전기,3.81,2026-06-01 17:17:15
7,LG씨엔에스,3.56,2026-06-01 17:17:15
8,SK텔레콤,3.05,2026-06-01 17:17:15
9,두산에너빌리티,2.47,2026-06-01 17:17:15
10,LG이노텍,2.37,2026-06-01 17:17:15
11,삼성에스디에스,1.91,2026-06-01 17:17:15
12,한화에어로스페이스,1.56,2026-06-01 17:17:15
13,카카오,1.51,2026-06-01 17:17:15
14,두산로보틱스,1.28,2026-06-01 17:17:15
15,삼성전자우,1.28,2026-06-01 17:17:15
16,현대모비스,1.11,2026-06-01 17:17:15
17,LS ELECTRIC,1.08,2026-06-01 17:17:15
18,삼성SDI,1.05,2026-06-01 17:17:15
19,LG,0.87,2026-06-01 17:17:15
20,SKC,0.82,2026-06-01 17:17:15
21,한화오션,0.82,2026-06-01 17:17:15
22,한미반도체,0.81,2026-06-01 17:17:15
23,에코프로,0.79,2026-06-01 17:17:15
24,오스코텍,0.77,2026-06-01 17:17:15
25,HLB,0.76,2026-06-01 17:17:15
26,현대오토에버,0.74,2026-06-01 17:17:15
27,삼화콘덴서,0.73,2026-06-01 17:17:15
28,로보티즈,0.70,2026-06-01 17:17:15
29,대한광통신,0.70,2026-06-01 17:17:15
30,기아,0.68,2026-06-01 17:17:15
