rank,name,score,ts
1,삼성전자,16.35,2026-06-12 14:05:52
2,SK하이닉스,8.58,2026-06-12 14:05:52
3,삼성전기,5.66,2026-06-12 14:05:52
4,NAVER,5.49,2026-06-12 14:05:52
5,LG전자,2.89,2026-06-12 14:05:52
6,한미반도체,2.67,2026-06-12 14:05:52
7,현대차,2.62,2026-06-12 14:05:52
8,대한광통신,2.05,2026-06-12 14:05:52
9,주성엔지니어링,1.70,2026-06-12 14:05:52
10,HPSP,1.47,2026-06-12 14:05:52
11,원익IPS,1.44,2026-06-12 14:05:52
12,두산에너빌리티,1.39,2026-06-12 14:05:52
13,한화오션,1.33,2026-06-12 14:05:52
14,삼성SDI,1.25,2026-06-12 14:05:52
15,삼성전자우,1.21,2026-06-12 14:05:52
16,카카오,1.13,2026-06-12 14:05:52
17,SK스퀘어,1.11,2026-06-12 14:05:52
18,삼성중공업,1.06,2026-06-12 14:05:52
19,POSCO홀딩스,0.95,2026-06-12 14:05:52
20,LG이노텍,0.95,2026-06-12 14:05:52
21,LG씨엔에스,0.94,2026-06-12 14:05:52
22,대우건설,0.91,2026-06-12 14:05:52
23,현대모비스,0.89,2026-06-12 14:05:52
24,가온전선,0.88,2026-06-12 14:05:52
25,에코프로,0.88,2026-06-12 14:05:52
26,두산로보틱스,0.82,2026-06-12 14:05:52
27,SK네트웍스,0.82,2026-06-12 14:05:52
28,스피어,0.78,2026-06-12 14:05:52
29,후성,0.76,2026-06-12 14:05:52
30,LS ELECTRIC,0.74,2026-06-12 14:05:52
