rank,name,score,ts
1,삼성전자,16.16,2026-06-11 14:02:47
2,SK하이닉스,12.34,2026-06-11 14:02:47
3,LG전자,4.37,2026-06-11 14:02:47
4,현대차,3.45,2026-06-11 14:02:47
5,주성엔지니어링,3.40,2026-06-11 14:02:47
6,NAVER,3.08,2026-06-11 14:02:47
7,삼성전기,2.89,2026-06-11 14:02:47
8,두산에너빌리티,1.73,2026-06-11 14:02:47
9,현대무벡스,1.38,2026-06-11 14:02:47
10,알테오젠,1.35,2026-06-11 14:02:47
11,삼성전자우,1.32,2026-06-11 14:02:47
12,LG씨엔에스,1.29,2026-06-11 14:02:47
13,한미반도체,1.21,2026-06-11 14:02:47
14,미래에셋증권,1.03,2026-06-11 14:02:47
15,미래에셋생명,1.02,2026-06-11 14:02:47
16,현대모비스,1.00,2026-06-11 14:02:47
17,스피어,0.98,2026-06-11 14:02:47
18,휴림로봇,0.97,2026-06-11 14:02:47
19,대한광통신,0.95,2026-06-11 14:02:47
20,두산로보틱스,0.93,2026-06-11 14:02:47
21,삼성SDI,0.88,2026-06-11 14:02:47
22,원익IPS,0.88,2026-06-11 14:02:47
23,한화오션,0.87,2026-06-11 14:02:47
24,LG이노텍,0.86,2026-06-11 14:02:47
25,카카오,0.83,2026-06-11 14:02:47
26,성호전자,0.82,2026-06-11 14:02:47
27,SK이터닉스,0.81,2026-06-11 14:02:47
28,삼성중공업,0.81,2026-06-11 14:02:47
29,심텍,0.79,2026-06-11 14:02:47
30,SK스퀘어,0.77,2026-06-11 14:02:47
