rank,name,score,ts
1,삼성전자,6.35,2025-12-20 09:47:14
2,이노스페이스,5.95,2025-12-20 09:47:14
3,SK하이닉스,5.45,2025-12-20 09:47:14
4,에스피지,4.05,2025-12-20 09:47:14
5,두산에너빌리티,3.84,2025-12-20 09:47:14
6,한화오션,3.17,2025-12-20 09:47:14
7,미래에셋벤처투자,2.22,2025-12-20 09:47:14
8,에코프로,2.13,2025-12-20 09:47:14
9,NAVER,2.13,2025-12-20 09:47:14
10,에이비엘바이오,1.88,2025-12-20 09:47:14
11,알테오젠,1.80,2025-12-20 09:47:14
12,현대차,1.55,2025-12-20 09:47:14
13,동양고속,1.49,2025-12-20 09:47:14
14,삼성에피스홀딩스,1.48,2025-12-20 09:47:14
15,한화시스템,1.43,2025-12-20 09:47:14
16,삼성중공업,1.30,2025-12-20 09:47:14
17,대성산업,1.29,2025-12-20 09:47:14
18,에코프로비엠,1.27,2025-12-20 09:47:14
19,파두,1.24,2025-12-20 09:47:14
20,클로봇,1.20,2025-12-20 09:47:14
21,삼성SDI,1.18,2025-12-20 09:47:14
22,알지노믹스,1.14,2025-12-20 09:47:14
23,로킷헬스케어,1.12,2025-12-20 09:47:14
24,LG에너지솔루션,1.00,2025-12-20 09:47:14
25,현대오토에버,0.96,2025-12-20 09:47:14
26,천일고속,0.95,2025-12-20 09:47:14
27,현대무벡스,0.94,2025-12-20 09:47:14
28,디앤디파마텍,0.93,2025-12-20 09:47:14
29,에임드바이오,0.86,2025-12-20 09:47:14
30,펩트론,0.85,2025-12-20 09:47:14
