rank,name,score,ts
1,휴림로봇,7.31,2026-01-25 09:49:58
2,현대차,5.52,2026-01-25 09:49:58
3,삼성전자,4.93,2026-01-25 09:49:58
4,NAVER,3.12,2026-01-25 09:49:58
5,뉴로메카,3.06,2026-01-25 09:49:58
6,현대무벡스,2.87,2026-01-25 09:49:58
7,삼성SDI,2.72,2026-01-25 09:49:58
8,알테오젠,2.57,2026-01-25 09:49:58
9,SK하이닉스,2.30,2026-01-25 09:49:58
10,두산에너빌리티,2.18,2026-01-25 09:49:58
11,에코프로,2.07,2026-01-25 09:49:58
12,카카오페이,1.92,2026-01-25 09:49:58
13,한화오션,1.86,2026-01-25 09:49:58
14,다날,1.58,2026-01-25 09:49:58
15,HLB,1.57,2026-01-25 09:49:58
16,POSCO홀딩스,1.55,2026-01-25 09:49:58
17,우리기술,1.54,2026-01-25 09:49:58
18,삼천당제약,1.46,2026-01-25 09:49:58
19,한국전력,1.34,2026-01-25 09:49:58
20,LG씨엔에스,1.29,2026-01-25 09:49:58
21,에이비엘바이오,1.24,2026-01-25 09:49:58
22,에코프로비엠,1.17,2026-01-25 09:49:58
23,카카오,1.15,2026-01-25 09:49:58
24,미래에셋증권,1.12,2026-01-25 09:49:58
25,이수스페셜티케미컬,1.01,2026-01-25 09:49:58
26,삼성중공업,0.99,2026-01-25 09:49:58
27,셀트리온,0.94,2026-01-25 09:49:58
28,펄어비스,0.93,2026-01-25 09:49:58
29,한화시스템,0.89,2026-01-25 09:49:58
30,한미반도체,0.89,2026-01-25 09:49:58
