[네이버 인기검색 합계 Top30] (최근 12 스냅샷 기반)
생성시각: 2026-01-17 09:47:12
스냅샷 수: 12개
------------------------------------------------
 1. 삼성전자 | 합계: 123.03
 2. SK하이닉스 | 합계: 48.82
 3. 현대차 | 합계: 46.09
 4. 두산에너빌리티 | 합계: 44.17
 5. 한화오션 | 합계: 32.07
 6. 휴림로봇 | 합계: 31.03
 7. NAVER | 합계: 29.11
 8. 한화시스템 | 합계: 27.65
 9. POSCO홀딩스 | 합계: 25.25
10. 포스코DX | 합계: 21.79
11. 뉴로메카 | 합계: 21.41
12. LG씨엔에스 | 합계: 18.94
13. 한미반도체 | 합계: 18.71
14. 삼성중공업 | 합계: 17.90
15. 한화 | 합계: 16.76
16. 알테오젠 | 합계: 16.22
17. 유진로봇 | 합계: 15.08
18. 셀트리온 | 합계: 15.00
19. 기아 | 합계: 11.77
20. 에코프로 | 합계: 10.65
21. 현대무벡스 | 합계: 10.13
22. 삼성SDI | 합계: 9.67
23. 에이비엘바이오 | 합계: 9.18
24. 한화갤러리아 | 합계: 8.10
25. 디앤디파마텍 | 합계: 7.15
26. 에스피지 | 합계: 6.99
27. 레인보우로보틱스 | 합계: 6.94
28. LG전자 | 합계: 6.61
29. 지투지바이오 | 합계: 6.35
30. 현대건설 | 합계: 6.24
