rank,name,score,ts
1,삼성전자,17.03,2026-06-08 14:04:37
2,SK하이닉스,13.20,2026-06-08 14:04:37
3,NAVER,11.76,2026-06-08 14:04:37
4,LG전자,4.56,2026-06-08 14:04:37
5,현대차,3.47,2026-06-08 14:04:37
6,삼성전기,2.66,2026-06-08 14:04:37
7,두산로보틱스,2.09,2026-06-08 14:04:37
8,두산에너빌리티,1.90,2026-06-08 14:04:37
9,SK텔레콤,1.64,2026-06-08 14:04:37
10,LG씨엔에스,1.41,2026-06-08 14:04:37
11,SK네트웍스,1.36,2026-06-08 14:04:37
12,LG이노텍,1.33,2026-06-08 14:04:37
13,삼성전자우,1.11,2026-06-08 14:04:37
14,삼천당제약,1.09,2026-06-08 14:04:37
15,제주반도체,1.00,2026-06-08 14:04:37
16,삼성SDI,0.96,2026-06-08 14:04:37
17,로보스타,0.92,2026-06-08 14:04:37
18,피스피스스튜디오,0.91,2026-06-08 14:04:37
19,카카오,0.90,2026-06-08 14:04:37
20,현대모비스,0.81,2026-06-08 14:04:37
21,대한광통신,0.79,2026-06-08 14:04:37
22,삼성중공업,0.76,2026-06-08 14:04:37
23,한미반도체,0.75,2026-06-08 14:04:37
24,한화오션,0.71,2026-06-08 14:04:37
25,에코프로,0.70,2026-06-08 14:04:37
26,현대무벡스,0.67,2026-06-08 14:04:37
27,주성엔지니어링,0.66,2026-06-08 14:04:37
28,POSCO홀딩스,0.66,2026-06-08 14:04:37
29,알테오젠,0.65,2026-06-08 14:04:37
30,미래에셋증권,0.63,2026-06-08 14:04:37
