rank,name,score,ts
1,삼성전자,15.39,2026-06-10 13:59:03
2,SK하이닉스,10.82,2026-06-10 13:59:03
3,NAVER,6.04,2026-06-10 13:59:03
4,LG전자,5.12,2026-06-10 13:59:03
5,현대차,4.35,2026-06-10 13:59:03
6,삼성전기,3.20,2026-06-10 13:59:03
7,SK이터닉스,2.42,2026-06-10 13:59:03
8,후성,1.66,2026-06-10 13:59:03
9,LS ELECTRIC,1.65,2026-06-10 13:59:03
10,두산에너빌리티,1.50,2026-06-10 13:59:03
11,주성엔지니어링,1.48,2026-06-10 13:59:03
12,한화오션,1.40,2026-06-10 13:59:03
13,두산로보틱스,1.31,2026-06-10 13:59:03
14,LG씨엔에스,1.27,2026-06-10 13:59:03
15,대한광통신,1.15,2026-06-10 13:59:03
16,LG이노텍,1.10,2026-06-10 13:59:03
17,케이뱅크,1.08,2026-06-10 13:59:03
18,삼성전자우,1.06,2026-06-10 13:59:03
19,삼성SDI,0.99,2026-06-10 13:59:03
20,카카오,0.97,2026-06-10 13:59:03
21,한미반도체,0.96,2026-06-10 13:59:03
22,삼성중공업,0.95,2026-06-10 13:59:03
23,현대모비스,0.94,2026-06-10 13:59:03
24,삼성에스디에스,0.91,2026-06-10 13:59:03
25,SK네트웍스,0.77,2026-06-10 13:59:03
26,현대건설,0.75,2026-06-10 13:59:03
27,삼천당제약,0.75,2026-06-10 13:59:03
28,에코프로,0.73,2026-06-10 13:59:03
29,대우건설,0.72,2026-06-10 13:59:03
30,SK텔레콤,0.66,2026-06-10 13:59:03
