rank,name,score,ts
1,알테오젠,13.41,2025-12-12 09:47:19
2,삼성전자,9.10,2025-12-12 09:47:19
3,SK하이닉스,6.36,2025-12-12 09:47:19
4,하림지주,3.55,2025-12-12 09:47:19
5,현대차,2.26,2025-12-12 09:47:19
6,두산에너빌리티,2.08,2025-12-12 09:47:19
7,한화오션,2.08,2025-12-12 09:47:19
8,한올바이오파마,2.06,2025-12-12 09:47:19
9,에이비엘바이오,1.81,2025-12-12 09:47:19
10,삼성화재,1.77,2025-12-12 09:47:19
11,에코프로,1.65,2025-12-12 09:47:19
12,NAVER,1.62,2025-12-12 09:47:19
13,서부T&D,1.37,2025-12-12 09:47:19
14,일동제약,1.37,2025-12-12 09:47:19
15,에코프로비엠,1.31,2025-12-12 09:47:19
16,삼성SDI,1.28,2025-12-12 09:47:19
17,셀트리온,1.15,2025-12-12 09:47:19
18,삼성중공업,1.13,2025-12-12 09:47:19
19,쿼드메디슨,1.09,2025-12-12 09:47:19
20,대성산업,1.00,2025-12-12 09:47:19
21,삼성에피스홀딩스,0.99,2025-12-12 09:47:19
22,천일고속,0.98,2025-12-12 09:47:19
23,HL만도,0.98,2025-12-12 09:47:19
24,SKC,0.95,2025-12-12 09:47:19
25,POSCO홀딩스,0.83,2025-12-12 09:47:19
26,삼성전기,0.81,2025-12-12 09:47:19
27,스피어,0.81,2025-12-12 09:47:19
28,동양고속,0.80,2025-12-12 09:47:19
29,현대로템,0.78,2025-12-12 09:47:19
30,삼표시멘트,0.77,2025-12-12 09:47:19
