rank,name,score,ts
1,삼성전자,6.28,2025-12-25 12:51:38
2,한화오션,4.80,2025-12-25 12:51:38
3,SK하이닉스,4.48,2025-12-25 12:51:38
4,현대무벡스,2.79,2025-12-25 12:51:38
5,두산에너빌리티,2.53,2025-12-25 12:51:38
6,휴림로봇,2.53,2025-12-25 12:51:38
7,현대차,1.90,2025-12-25 12:51:38
8,에코프로,1.78,2025-12-25 12:51:38
9,알테오젠,1.64,2025-12-25 12:51:38
10,클로봇,1.63,2025-12-25 12:51:38
11,NAVER,1.60,2025-12-25 12:51:38
12,알지노믹스,1.51,2025-12-25 12:51:38
13,에스피지,1.50,2025-12-25 12:51:38
14,켄코아에어로스페이스,1.50,2025-12-25 12:51:38
15,POSCO홀딩스,1.36,2025-12-25 12:51:38
16,삼성에피스홀딩스,1.32,2025-12-25 12:51:38
17,에이비엘바이오,1.31,2025-12-25 12:51:38
18,툴젠,1.27,2025-12-25 12:51:38
19,에코프로비엠,1.19,2025-12-25 12:51:38
20,계양전기,1.15,2025-12-25 12:51:38
21,리브스메드,1.12,2025-12-25 12:51:38
22,레인보우로보틱스,1.11,2025-12-25 12:51:38
23,원익홀딩스,1.10,2025-12-25 12:51:38
24,일동제약,1.09,2025-12-25 12:51:38
25,삼성중공업,1.06,2025-12-25 12:51:38
26,미래에셋벤처투자,1.06,2025-12-25 12:51:38
27,한국전력,1.05,2025-12-25 12:51:38
28,엔켐,1.04,2025-12-25 12:51:38
29,신성델타테크,1.01,2025-12-25 12:51:38
30,대성산업,1.01,2025-12-25 12:51:38
