rank,name,score,ts
1,삼성전자,7.55,2026-01-01 09:49:48
2,SK하이닉스,5.77,2026-01-01 09:49:48
3,에코프로,2.98,2026-01-01 09:49:48
4,두산에너빌리티,2.82,2026-01-01 09:49:48
5,포스코퓨처엠,2.69,2026-01-01 09:49:48
6,현대차,2.41,2026-01-01 09:49:48
7,HLB,2.32,2026-01-01 09:49:48
8,한화오션,2.13,2026-01-01 09:49:48
9,휴림로봇,2.00,2026-01-01 09:49:48
10,원익홀딩스,1.92,2026-01-01 09:49:48
11,NAVER,1.83,2026-01-01 09:49:48
12,에코프로비엠,1.81,2026-01-01 09:49:48
13,제주반도체,1.72,2026-01-01 09:49:48
14,에이비엘바이오,1.71,2026-01-01 09:49:48
15,셀트리온,1.61,2026-01-01 09:49:48
16,삼성에피스홀딩스,1.52,2026-01-01 09:49:48
17,삼성SDI,1.49,2026-01-01 09:49:48
18,현대무벡스,1.41,2026-01-01 09:49:48
19,한미반도체,1.37,2026-01-01 09:49:48
20,엘앤에프,1.37,2026-01-01 09:49:48
21,알테오젠,1.25,2026-01-01 09:49:48
22,클로봇,1.22,2026-01-01 09:49:48
23,노타,1.16,2026-01-01 09:49:48
24,POSCO홀딩스,1.13,2026-01-01 09:49:48
25,LG에너지솔루션,1.07,2026-01-01 09:49:48
26,로킷헬스케어,1.05,2026-01-01 09:49:48
27,계양전기,1.00,2026-01-01 09:49:48
28,JYP Ent.,0.97,2026-01-01 09:49:48
29,레인보우로보틱스,0.93,2026-01-01 09:49:48
30,고영,0.91,2026-01-01 09:49:48
