rank,name,score,ts
1,삼성전자,5.05,2025-12-14 09:47:28
2,SK하이닉스,4.39,2025-12-14 09:47:28
3,두산에너빌리티,3.37,2025-12-14 09:47:28
4,클로봇,2.93,2025-12-14 09:47:28
5,에코프로,2.61,2025-12-14 09:47:28
6,한화오션,2.50,2025-12-14 09:47:28
7,삼성에피스홀딩스,2.49,2025-12-14 09:47:28
8,알테오젠,2.48,2025-12-14 09:47:28
9,다원시스,2.42,2025-12-14 09:47:28
10,현대차,2.02,2025-12-14 09:47:28
11,에이비엘바이오,1.91,2025-12-14 09:47:28
12,일동제약,1.77,2025-12-14 09:47:28
13,삼표시멘트,1.74,2025-12-14 09:47:28
14,하림지주,1.69,2025-12-14 09:47:28
15,한올바이오파마,1.62,2025-12-14 09:47:28
16,NAVER,1.58,2025-12-14 09:47:28
17,에코프로비엠,1.48,2025-12-14 09:47:28
18,바이젠셀,1.42,2025-12-14 09:47:28
19,현대로템,1.33,2025-12-14 09:47:28
20,에스피지,1.29,2025-12-14 09:47:28
21,POSCO홀딩스,1.21,2025-12-14 09:47:28
22,이뮨온시아,1.16,2025-12-14 09:47:28
23,LG씨엔에스,1.07,2025-12-14 09:47:28
24,대성산업,1.06,2025-12-14 09:47:28
25,삼성중공업,1.03,2025-12-14 09:47:28
26,에임드바이오,1.01,2025-12-14 09:47:28
27,로킷헬스케어,1.01,2025-12-14 09:47:28
28,셀트리온,1.00,2025-12-14 09:47:28
29,SKC,0.96,2025-12-14 09:47:28
30,삼성SDI,0.96,2025-12-14 09:47:28
