rank,name,score,ts
1,삼성전자,13.86,2026-04-13 13:32:34
2,SK하이닉스,6.97,2026-04-13 13:32:34
3,대한광통신,4.70,2026-04-13 13:32:34
4,대우건설,3.10,2026-04-13 13:32:34
5,삼천당제약,2.91,2026-04-13 13:32:34
6,현대차,2.43,2026-04-13 13:32:34
7,LS ELECTRIC,2.16,2026-04-13 13:32:34
8,남선알미늄,1.90,2026-04-13 13:32:34
9,광전자,1.85,2026-04-13 13:32:34
10,두산에너빌리티,1.78,2026-04-13 13:32:34
11,삼성SDI,1.32,2026-04-13 13:32:34
12,LIG넥스원,1.26,2026-04-13 13:32:34
13,HLB,1.18,2026-04-13 13:32:34
14,우리기술,1.15,2026-04-13 13:32:34
15,HPSP,1.14,2026-04-13 13:32:34
16,에코프로,1.13,2026-04-13 13:32:34
17,ISC,1.10,2026-04-13 13:32:34
18,펄어비스,1.08,2026-04-13 13:32:34
19,신성이엔지,1.07,2026-04-13 13:32:34
20,한미반도체,1.05,2026-04-13 13:32:34
21,삼성전기,1.03,2026-04-13 13:32:34
22,쏠리드,1.01,2026-04-13 13:32:34
23,POSCO홀딩스,0.98,2026-04-13 13:32:34
24,NAVER,0.98,2026-04-13 13:32:34
25,삼성중공업,0.96,2026-04-13 13:32:34
26,남해화학,0.95,2026-04-13 13:32:34
27,삼성E&A,0.87,2026-04-13 13:32:34
28,엘앤에프,0.87,2026-04-13 13:32:34
29,대한해운,0.87,2026-04-13 13:32:34
30,한화시스템,0.86,2026-04-13 13:32:34
