rank,name,score,ts
1,삼성전자,11.07,2026-04-22 16:06:30
2,SK하이닉스,7.94,2026-04-22 16:06:30
3,삼천당제약,4.18,2026-04-22 16:06:30
4,삼성SDI,4.01,2026-04-22 16:06:30
5,두산에너빌리티,2.80,2026-04-22 16:06:30
6,이수페타시스,2.78,2026-04-22 16:06:30
7,삼성전기,2.60,2026-04-22 16:06:30
8,현대차,2.52,2026-04-22 16:06:30
9,대우건설,2.30,2026-04-22 16:06:30
10,삼성중공업,2.08,2026-04-22 16:06:30
11,LIG디펜스앤에어로스페이스,1.90,2026-04-22 16:06:30
12,HD현대중공업,1.90,2026-04-22 16:06:30
13,에코프로,1.82,2026-04-22 16:06:30
14,한화오션,1.48,2026-04-22 16:06:30
15,POSCO홀딩스,1.31,2026-04-22 16:06:30
16,대한광통신,1.18,2026-04-22 16:06:30
17,LG전자,1.13,2026-04-22 16:06:30
18,LG에너지솔루션,1.13,2026-04-22 16:06:30
19,LG이노텍,1.07,2026-04-22 16:06:30
20,삼성전자우,1.03,2026-04-22 16:06:30
21,한국전력,1.00,2026-04-22 16:06:30
22,NAVER,0.96,2026-04-22 16:06:30
23,한화솔루션,0.96,2026-04-22 16:06:30
24,애경케미칼,0.94,2026-04-22 16:06:30
25,주성엔지니어링,0.94,2026-04-22 16:06:30
26,OCI,0.93,2026-04-22 16:06:30
27,미래에셋벤처투자,0.91,2026-04-22 16:06:30
28,LS ELECTRIC,0.88,2026-04-22 16:06:30
29,에코프로비엠,0.87,2026-04-22 16:06:30
30,현대로템,0.87,2026-04-22 16:06:30
