rank,name,score,ts
1,삼성전자,9.78,2026-01-14 09:47:35
2,현대차,5.93,2026-01-14 09:47:35
3,SK하이닉스,4.89,2026-01-14 09:47:35
4,뉴로메카,3.24,2026-01-14 09:47:35
5,두산에너빌리티,3.19,2026-01-14 09:47:35
6,한화오션,3.06,2026-01-14 09:47:35
7,NAVER,2.94,2026-01-14 09:47:35
8,POSCO홀딩스,2.90,2026-01-14 09:47:35
9,한미반도체,2.34,2026-01-14 09:47:35
10,한화시스템,2.22,2026-01-14 09:47:35
11,셀트리온,2.14,2026-01-14 09:47:35
12,에스피지,1.47,2026-01-14 09:47:35
13,포스코DX,1.46,2026-01-14 09:47:35
14,에코프로,1.42,2026-01-14 09:47:35
15,현대건설,1.35,2026-01-14 09:47:35
16,유진로봇,1.35,2026-01-14 09:47:35
17,삼성SDI,1.33,2026-01-14 09:47:35
18,삼성중공업,1.31,2026-01-14 09:47:35
19,휴림로봇,1.29,2026-01-14 09:47:35
20,디앤디파마텍,1.16,2026-01-14 09:47:35
21,현대글로비스,1.13,2026-01-14 09:47:35
22,현대오토에버,1.12,2026-01-14 09:47:35
23,한화에어로스페이스,1.10,2026-01-14 09:47:35
24,한국전력,1.08,2026-01-14 09:47:35
25,에이비엘바이오,1.06,2026-01-14 09:47:35
26,고영,1.04,2026-01-14 09:47:35
27,HLB,1.04,2026-01-14 09:47:35
28,알테오젠,1.02,2026-01-14 09:47:35
29,하이브,0.99,2026-01-14 09:47:35
30,현대모비스,0.96,2026-01-14 09:47:35
