rank,name,score,ts
1,SK하이닉스,30.00,2026-09-19 20:15:53
2,삼성전자,29.00,2026-09-19 20:15:53
3,대한광통신,28.00,2026-09-19 20:15:53
4,두산에너빌리티,27.00,2026-09-19 20:15:53
5,HLB,26.00,2026-09-19 20:15:53
6,현대차,25.00,2026-09-19 20:15:53
7,NAVER,24.00,2026-09-19 20:15:53
8,삼성전기,23.00,2026-09-19 20:15:53
9,가온전선,22.00,2026-09-19 20:15:53
10,성호전자,21.00,2026-09-19 20:15:53
11,삼성SDI,20.00,2026-09-19 20:15:53
12,LG전자,19.00,2026-09-19 20:15:53
13,알테오젠,18.00,2026-09-19 20:15:53
14,대한전선,17.00,2026-09-19 20:15:53
15,한화오션,16.00,2026-09-19 20:15:53
16,한미반도체,15.00,2026-09-19 20:15:53
17,라온로보틱스,14.00,2026-09-19 20:15:53
18,대우건설,13.00,2026-09-19 20:15:53
19,삼성중공업,12.00,2026-09-19 20:15:53
20,삼성전자우,11.00,2026-09-19 20:15:53
21,오름테라퓨틱,10.00,2026-09-19 20:15:53
22,네이처셀,9.00,2026-09-19 20:15:53
23,한화시스템,8.00,2026-09-19 20:15:53
24,우리기술,7.00,2026-09-19 20:15:53
25,SK스퀘어,6.00,2026-09-19 20:15:53
26,로보티즈,5.00,2026-09-19 20:15:53
27,한전기술,4.00,2026-09-19 20:15:53
28,주성엔지니어링,3.00,2026-09-19 20:15:53
29,LS ELECTRIC,2.00,2026-09-19 20:15:53
30,에이비엘바이오,1.00,2026-09-19 20:15:53
