rank,name,score,ts
1,SK하이닉스,17.16,2026-07-26 19:56:14
2,삼성전자,16.58,2026-07-26 19:56:14
3,NAVER,5.13,2026-07-26 19:56:14
4,코오롱티슈진,2.91,2026-07-26 19:56:14
5,현대차,2.61,2026-07-26 19:56:14
6,한화오션,2.14,2026-07-26 19:56:14
7,LG전자,1.83,2026-07-26 19:56:14
8,SK이터닉스,1.80,2026-07-26 19:56:14
9,두산에너빌리티,1.68,2026-07-26 19:56:14
10,삼성전기,1.67,2026-07-26 19:56:14
11,SK텔레콤,1.41,2026-07-26 19:56:14
12,HLB,1.34,2026-07-26 19:56:14
13,SK스퀘어,1.15,2026-07-26 19:56:14
14,한미반도체,1.05,2026-07-26 19:56:14
15,삼천당제약,1.04,2026-07-26 19:56:14
16,LS ELECTRIC,0.99,2026-07-26 19:56:14
17,삼성SDI,0.95,2026-07-26 19:56:14
18,네이처셀,0.94,2026-07-26 19:56:14
19,삼성중공업,0.94,2026-07-26 19:56:14
20,레인보우로보틱스,0.93,2026-07-26 19:56:14
21,알테오젠,0.90,2026-07-26 19:56:14
22,흥구석유,0.79,2026-07-26 19:56:14
23,에코프로,0.78,2026-07-26 19:56:14
24,셀트리온,0.73,2026-07-26 19:56:14
25,LG씨엔에스,0.73,2026-07-26 19:56:14
26,삼성바이오로직스,0.72,2026-07-26 19:56:14
27,주성엔지니어링,0.71,2026-07-26 19:56:14
28,삼성E&A,0.71,2026-07-26 19:56:14
29,카카오,0.70,2026-07-26 19:56:14
30,POSCO홀딩스,0.66,2026-07-26 19:56:14
