rank,name,score,ts
1,삼성전자,15.01,2026-07-05 20:15:44
2,SK하이닉스,11.44,2026-07-05 20:15:44
3,한화오션,4.18,2026-07-05 20:15:44
4,현대차,3.47,2026-07-05 20:15:44
5,삼성전기,2.61,2026-07-05 20:15:44
6,두산에너빌리티,2.39,2026-07-05 20:15:44
7,LG전자,2.07,2026-07-05 20:15:44
8,NAVER,1.98,2026-07-05 20:15:44
9,에코프로,1.93,2026-07-05 20:15:44
10,대우건설,1.61,2026-07-05 20:15:44
11,주성엔지니어링,1.43,2026-07-05 20:15:44
12,미래에셋증권,1.37,2026-07-05 20:15:44
13,한미반도체,1.37,2026-07-05 20:15:44
14,에코프로비엠,1.33,2026-07-05 20:15:44
15,LS ELECTRIC,1.27,2026-07-05 20:15:44
16,삼성SDI,1.23,2026-07-05 20:15:44
17,SK스퀘어,1.23,2026-07-05 20:15:44
18,삼성중공업,1.06,2026-07-05 20:15:44
19,삼천당제약,1.06,2026-07-05 20:15:44
20,셀트리온,1.06,2026-07-05 20:15:44
21,LG이노텍,1.04,2026-07-05 20:15:44
22,HLB,1.03,2026-07-05 20:15:44
23,POSCO홀딩스,1.00,2026-07-05 20:15:44
24,LG씨엔에스,0.93,2026-07-05 20:15:44
25,HPSP,0.88,2026-07-05 20:15:44
26,대한광통신,0.81,2026-07-05 20:15:44
27,알테오젠,0.80,2026-07-05 20:15:44
28,금호건설,0.75,2026-07-05 20:15:44
29,삼성E&A,0.74,2026-07-05 20:15:44
30,대원전선,0.72,2026-07-05 20:15:44
