rank,name,score,ts
1,삼성전자,7.02,2026-01-26 15:44:16
2,현대차,6.37,2026-01-26 15:44:16
3,휴림로봇,5.82,2026-01-26 15:44:16
4,에코프로,4.98,2026-01-26 15:44:16
5,SK하이닉스,3.51,2026-01-26 15:44:16
6,레인보우로보틱스,2.80,2026-01-26 15:44:16
7,NAVER,2.76,2026-01-26 15:44:16
8,에코프로비엠,2.64,2026-01-26 15:44:16
9,우리기술,2.36,2026-01-26 15:44:16
10,현대무벡스,2.28,2026-01-26 15:44:16
11,삼성SDI,2.24,2026-01-26 15:44:16
12,알테오젠,2.14,2026-01-26 15:44:16
13,두산에너빌리티,2.07,2026-01-26 15:44:16
14,뉴로메카,2.07,2026-01-26 15:44:16
15,HLB,1.68,2026-01-26 15:44:16
16,에이비엘바이오,1.62,2026-01-26 15:44:16
17,다날,1.43,2026-01-26 15:44:16
18,카카오페이,1.40,2026-01-26 15:44:16
19,한화오션,1.32,2026-01-26 15:44:16
20,메지온,1.16,2026-01-26 15:44:16
21,카카오,1.13,2026-01-26 15:44:16
22,포스코퓨처엠,1.02,2026-01-26 15:44:16
23,POSCO홀딩스,1.00,2026-01-26 15:44:16
24,셀트리온,0.95,2026-01-26 15:44:16
25,HJ중공업,0.87,2026-01-26 15:44:16
26,한국전력,0.85,2026-01-26 15:44:16
27,삼성중공업,0.84,2026-01-26 15:44:16
28,에스피지,0.81,2026-01-26 15:44:16
29,레이크머티리얼즈,0.80,2026-01-26 15:44:16
30,고려아연,0.77,2026-01-26 15:44:16
