rank,name,score,ts
1,삼성전자,11.52,2026-02-28 13:03:53
2,현대차,6.76,2026-02-28 13:03:53
3,SK하이닉스,4.79,2026-02-28 13:03:53
4,한미반도체,3.71,2026-02-28 13:03:53
5,두산에너빌리티,2.73,2026-02-28 13:03:53
6,에코프로,2.36,2026-02-28 13:03:53
7,한화솔루션,2.17,2026-02-28 13:03:53
8,삼성SDI,2.15,2026-02-28 13:03:53
9,현대제철,1.87,2026-02-28 13:03:53
10,NAVER,1.83,2026-02-28 13:03:53
11,삼천당제약,1.72,2026-02-28 13:03:53
12,POSCO홀딩스,1.67,2026-02-28 13:03:53
13,HD현대에너지솔루션,1.45,2026-02-28 13:03:53
14,미래에셋증권,1.43,2026-02-28 13:03:53
15,카카오,1.25,2026-02-28 13:03:53
16,한화오션,1.25,2026-02-28 13:03:53
17,LG전자,1.23,2026-02-28 13:03:53
18,에코프로비엠,1.22,2026-02-28 13:03:53
19,현대ADM,1.19,2026-02-28 13:03:53
20,한국전력,1.18,2026-02-28 13:03:53
21,우리기술,1.14,2026-02-28 13:03:53
22,삼표시멘트,1.13,2026-02-28 13:03:53
23,알테오젠,1.08,2026-02-28 13:03:53
24,한화시스템,1.02,2026-02-28 13:03:53
25,LG화학,1.00,2026-02-28 13:03:53
26,휴림로봇,0.94,2026-02-28 13:03:53
27,삼성중공업,0.91,2026-02-28 13:03:53
28,기아,0.89,2026-02-28 13:03:53
29,셀트리온,0.87,2026-02-28 13:03:53
30,현대로템,0.85,2026-02-28 13:03:53
