rank,name,score,ts
1,삼성전자,14.94,2026-05-07 13:40:59
2,SK하이닉스,8.28,2026-05-07 13:40:59
3,대한광통신,3.65,2026-05-07 13:40:59
4,현대차,3.23,2026-05-07 13:40:59
5,POSCO홀딩스,3.14,2026-05-07 13:40:59
6,두산에너빌리티,3.10,2026-05-07 13:40:59
7,대우건설,2.20,2026-05-07 13:40:59
8,삼성E&A,2.10,2026-05-07 13:40:59
9,대한전선,2.09,2026-05-07 13:40:59
10,삼성전자우,2.06,2026-05-07 13:40:59
11,대원전선,1.58,2026-05-07 13:40:59
12,삼성SDI,1.48,2026-05-07 13:40:59
13,미래에셋증권,1.46,2026-05-07 13:40:59
14,LS ELECTRIC,1.42,2026-05-07 13:40:59
15,삼성중공업,1.38,2026-05-07 13:40:59
16,KBI메탈,1.24,2026-05-07 13:40:59
17,대한항공,1.21,2026-05-07 13:40:59
18,삼성전기,1.14,2026-05-07 13:40:59
19,SKC,1.13,2026-05-07 13:40:59
20,SK스퀘어,1.11,2026-05-07 13:40:59
21,에코프로,1.04,2026-05-07 13:40:59
22,한미반도체,1.00,2026-05-07 13:40:59
23,NAVER,0.99,2026-05-07 13:40:59
24,LG전자,0.96,2026-05-07 13:40:59
25,에코프로비엠,0.95,2026-05-07 13:40:59
26,카카오,0.93,2026-05-07 13:40:59
27,셀트리온,0.91,2026-05-07 13:40:59
28,한화에어로스페이스,0.86,2026-05-07 13:40:59
29,드림시큐리티,0.81,2026-05-07 13:40:59
30,효성중공업,0.80,2026-05-07 13:40:59
