rank,name,score,ts
1,삼성전자,14.12,2026-06-07 16:46:22
2,SK하이닉스,10.50,2026-06-07 16:46:22
3,NAVER,8.01,2026-06-07 16:46:22
4,LG전자,4.70,2026-06-07 16:46:22
5,현대차,3.96,2026-06-07 16:46:22
6,삼성전기,2.93,2026-06-07 16:46:22
7,두산로보틱스,2.64,2026-06-07 16:46:22
8,LG씨엔에스,2.26,2026-06-07 16:46:22
9,두산에너빌리티,1.88,2026-06-07 16:46:22
10,NC,1.46,2026-06-07 16:46:22
11,로보스타,1.25,2026-06-07 16:46:22
12,SK텔레콤,1.25,2026-06-07 16:46:22
13,LG이노텍,1.19,2026-06-07 16:46:22
14,에코프로,1.14,2026-06-07 16:46:22
15,삼성SDI,1.13,2026-06-07 16:46:22
16,현대모비스,1.03,2026-06-07 16:46:22
17,주성엔지니어링,1.03,2026-06-07 16:46:22
18,삼성중공업,1.03,2026-06-07 16:46:22
19,대한광통신,0.93,2026-06-07 16:46:22
20,네이처셀,0.92,2026-06-07 16:46:22
21,에코프로비엠,0.91,2026-06-07 16:46:22
22,한화오션,0.91,2026-06-07 16:46:22
23,한미반도체,0.88,2026-06-07 16:46:22
24,크래프톤,0.85,2026-06-07 16:46:22
25,삼성에스디에스,0.82,2026-06-07 16:46:22
26,POSCO홀딩스,0.79,2026-06-07 16:46:22
27,대우건설,0.78,2026-06-07 16:46:22
28,KODEX 200선물인버스2X,0.75,2026-06-07 16:46:22
29,LS ELECTRIC,0.73,2026-06-07 16:46:22
30,카카오,0.71,2026-06-07 16:46:22
