rank,name,score,ts
1,삼성전자,8.14,2026-05-03 18:53:24
2,SK하이닉스,4.53,2026-05-03 18:53:24
3,현대차,3.33,2026-05-03 18:53:24
4,대한전선,2.78,2026-05-03 18:53:24
5,두산에너빌리티,2.55,2026-05-03 18:53:24
6,삼성SDI,2.27,2026-05-03 18:53:24
7,대우건설,2.26,2026-05-03 18:53:24
8,POSCO홀딩스,2.23,2026-05-03 18:53:24
9,삼성중공업,2.08,2026-05-03 18:53:24
10,에코프로,1.93,2026-05-03 18:53:24
11,LS ELECTRIC,1.71,2026-05-03 18:53:24
12,NAVER,1.71,2026-05-03 18:53:24
13,대원전선,1.69,2026-05-03 18:53:24
14,한미반도체,1.57,2026-05-03 18:53:24
15,한국항공우주,1.53,2026-05-03 18:53:24
16,대한광통신,1.41,2026-05-03 18:53:24
17,삼성전기,1.35,2026-05-03 18:53:24
18,LG전자,1.32,2026-05-03 18:53:24
19,한화오션,1.27,2026-05-03 18:53:24
20,에코프로비엠,1.27,2026-05-03 18:53:24
21,한화솔루션,1.23,2026-05-03 18:53:24
22,산일전기,1.18,2026-05-03 18:53:24
23,펄어비스,1.14,2026-05-03 18:53:24
24,삼성바이오로직스,1.11,2026-05-03 18:53:24
25,삼천당제약,1.01,2026-05-03 18:53:24
26,미래에셋증권,0.96,2026-05-03 18:53:24
27,우리기술,0.94,2026-05-03 18:53:24
28,현대로템,0.89,2026-05-03 18:53:24
29,삼성E&A,0.88,2026-05-03 18:53:24
30,SK스퀘어,0.87,2026-05-03 18:53:24
