rank,name,score,ts
1,삼성전자,24.86,2026-07-31 20:36:56
2,SK하이닉스,23.20,2026-07-31 20:36:56
3,삼성전기,3.35,2026-07-31 20:36:56
4,현대차,2.79,2026-07-31 20:36:56
5,NAVER,1.99,2026-07-31 20:36:56
6,SK스퀘어,1.94,2026-07-31 20:36:56
7,두산에너빌리티,1.80,2026-07-31 20:36:56
8,한미반도체,1.73,2026-07-31 20:36:56
9,LG전자,1.72,2026-07-31 20:36:56
10,한화오션,1.26,2026-07-31 20:36:56
11,삼성SDI,1.04,2026-07-31 20:36:56
12,삼성전자우,1.01,2026-07-31 20:36:56
13,LS ELECTRIC,1.00,2026-07-31 20:36:56
14,SOL SK하이닉스선물단일종목인버스2X,0.87,2026-07-31 20:36:56
15,에코프로,0.82,2026-07-31 20:36:56
16,삼성중공업,0.78,2026-07-31 20:36:56
17,효성중공업,0.75,2026-07-31 20:36:56
18,POSCO홀딩스,0.74,2026-07-31 20:36:56
19,알테오젠,0.71,2026-07-31 20:36:56
20,셀트리온,0.70,2026-07-31 20:36:56
21,LG이노텍,0.67,2026-07-31 20:36:56
22,레인보우로보틱스,0.59,2026-07-31 20:36:56
23,LG에너지솔루션,0.58,2026-07-31 20:36:56
24,에스피지,0.58,2026-07-31 20:36:56
25,주성엔지니어링,0.55,2026-07-31 20:36:56
26,SK이노베이션,0.53,2026-07-31 20:36:56
27,에코프로비엠,0.50,2026-07-31 20:36:56
28,금호타이어,0.50,2026-07-31 20:36:56
29,삼천당제약,0.49,2026-07-31 20:36:56
30,카카오,0.49,2026-07-31 20:36:56
