rank,name,score,ts
1,삼성전자,5.48,2025-12-21 09:47:30
2,SK하이닉스,3.85,2025-12-21 09:47:30
3,두산에너빌리티,3.43,2025-12-21 09:47:30
4,한화오션,3.32,2025-12-21 09:47:30
5,에스피지,3.16,2025-12-21 09:47:30
6,에코프로,2.43,2025-12-21 09:47:30
7,이노스페이스,2.42,2025-12-21 09:47:30
8,에이비엘바이오,2.22,2025-12-21 09:47:30
9,NAVER,2.16,2025-12-21 09:47:30
10,삼성에피스홀딩스,1.87,2025-12-21 09:47:30
11,알테오젠,1.79,2025-12-21 09:47:30
12,현대차,1.78,2025-12-21 09:47:30
13,클로봇,1.67,2025-12-21 09:47:30
14,미래에셋벤처투자,1.60,2025-12-21 09:47:30
15,대성산업,1.47,2025-12-21 09:47:30
16,에코프로비엠,1.46,2025-12-21 09:47:30
17,삼성SDI,1.36,2025-12-21 09:47:30
18,동양고속,1.32,2025-12-21 09:47:30
19,계양전기,1.29,2025-12-21 09:47:30
20,신성델타테크,1.27,2025-12-21 09:47:30
21,삼성중공업,1.25,2025-12-21 09:47:30
22,한화시스템,1.15,2025-12-21 09:47:30
23,파두,1.14,2025-12-21 09:47:30
24,원익홀딩스,1.13,2025-12-21 09:47:30
25,셀트리온,1.12,2025-12-21 09:47:30
26,알지노믹스,1.02,2025-12-21 09:47:30
27,LG화학,1.02,2025-12-21 09:47:30
28,로킷헬스케어,0.96,2025-12-21 09:47:30
29,LG에너지솔루션,0.96,2025-12-21 09:47:30
30,현대무벡스,0.95,2025-12-21 09:47:30
